block,chemsys,ligand,source,delta_E,dip_x,dip_y,baseline_y,left_anchor,right_anchor,n_points,dip_method
d-block,Mn-O,O,MnO2_705430_POSCAR,-0.19216857566403545,8.187505984,-0.37435977798597,-0.18219120232193453,7.3102732,14.328135472,35,local_max_drop
d-block,Mn-O,O,Mn2O3_771717_POSCAR,-0.18160331992769738,6.8955497,-0.3508760149185,-0.16927269499080264,6.3651228,12.99545905,35,local_max_drop
d-block,Mn-O,O,Mn21O40_766493_POSCAR,-0.17954675746922885,13.5265726197,-0.352083843629,-0.17253708615977117,12.5246042775,24.5482243839,35,local_max_drop
d-block,Mn-O,O,Mn21O40_849596_POSCAR,-0.17566563694948067,7.8889881274,-0.3476639787411,-0.17199834179161932,7.3046186364,14.3170525274,35,local_max_drop
d-block,Mn-O,O,Mn20O43_1222372_POSCAR,-0.15987658677936842,10.7423062491,-0.32433194530912,-0.1644553585297516,9.9749986598,18.7990359358,35,local_max_drop
d-block,Mn-O,O,Mn5O7_1046066_POSCAR,-0.12415100704007065,6.98656764,-0.22215896872503,-0.09800796168495934,6.18042522,13.16699286,35,local_max_drop
d-block,Mn-O,O,Mn15O32_776603_POSCAR,-0.12024604921701934,8.051055353,-0.22983220301664,-0.10958615379962067,7.4759799706,14.0893468677,35,local_max_drop
d-block,Mn-O,O,Mn15O32_867971_POSCAR,-0.11845902202762655,11.5380823021,-0.2287999698797,-0.11034094785207345,10.7139335663,20.1916440287,35,local_max_drop
d-block,Mn-O,O,Mn3O4_1279995_POSCAR,-0.11164711231608368,3.990231603,-0.29745268888164,-0.18580557656555632,3.8367611568,7.5200518673,35,local_max_drop
d-block,Mn-O,O,Mn3O4_20141_POSCAR,-0.11048670040650652,3.990805,-0.29584085296341,-0.1853541525569035,3.8373125,7.5211325,35,local_max_drop
d-block,Mn-O,O,Mn2O3_1349371_POSCAR,-0.10681239922798202,15.221878408,-0.36808414844575,-0.26127174921776797,13.6472013313,25.7197255859,35,local_max_drop
d-block,Mn-O,O,Mn9O13_1045833_POSCAR,-0.10288229575131089,6.9047012863,-0.1906802059626,-0.0877979102112891,6.3735704181,13.0127062703,35,local_max_drop
d-block,Mn-O,O,MnO2_1354468_POSCAR,-0.09703882270300018,7.0719786756,-0.18814565329797,-0.09110683059496982,6.3142666747,12.3759626823,35,local_max_drop
d-block,Mn-O,O,MnO2_1350912_POSCAR,-0.09656170611221757,7.9100691825,-0.23279890278154,-0.13623719666932244,7.0625617701,13.8426210694,35,local_max_drop
d-block,Mn-O,O,Mn2O3_1043363_POSCAR,-0.09168281157697729,6.943213927,-0.16858216309324,-0.07689935151626272,6.409120548,13.0852877855,35,local_max_drop
d-block,Mn-O,O,Mn3O4_1180464_POSCAR,-0.09036466205677131,3.8974728,-0.16582940213341,-0.07546474007663868,3.5976672,7.3452372,35,local_max_drop
d-block,Mn-O,O,MnO2_1041066_POSCAR,-0.08624270133202237,7.107495948,-0.1813142261446,-0.09507152481257762,6.345978525,12.438117909,35,local_max_drop
d-block,Mn-O,O,Mn3O4_1180876_POSCAR,-0.08505633624797704,15.52410495,-0.15263190900393,-0.06757557275595297,13.7992044,28.17337565,35,local_max_drop
d-block,Mn-O,O,MnO_1232659_POSCAR,-0.07891622549362692,3.9432566119,-0.12457054999797,-0.04565432450434307,3.6277960829,7.7287829593,35,local_max_drop
d-block,Mn-O,O,MnO2_755489_POSCAR,-0.07164293877758844,7.9045869352,-0.14028637731148,-0.06864343853389156,7.3399735827,13.8330271365,35,local_max_drop
d-block,Mn-O,O,MnO2_1354190_POSCAR,-0.07053764797141222,3.985622928,-0.13843724254958,-0.06789959457816779,3.700935576,6.974840124,35,local_max_drop
d-block,Mn-O,O,Mn7O12_754430_POSCAR,-0.06999169183450975,8.2558021069,-0.14247422910401,-0.07248253726950026,7.3712518812,14.4476536871,35,local_max_drop
d-block,Mn-O,O,Mn3O4_18759_POSCAR,-0.06727755925994776,7.7528029121,-0.12906588778235,-0.06178832852240225,6.8913803663,14.0699015812,35,local_max_drop
d-block,Mn-O,O,Mn8O17_1221945_POSCAR,-0.06533802682676931,8.0007371772,-0.13044538825229,-0.06510736142552068,7.4292559502,14.00129006,35,local_max_drop
d-block,Mn-O,O,MnO_2831286_POSCAR,-0.059375599870428286,4.334932375,-0.10073666511183,-0.04136106524140172,3.988137785,8.496467455,35,local_max_drop
d-block,Mn-O,O,Mn3O4_638270_POSCAR,-0.030649509103810313,4.2661566,-0.19380065832357,-0.16315114921975968,4.1081508,7.7422842,35,local_max_drop
d-block,Mn-O,O,Mn3O4_1194100_POSCAR,-0.030096312282062304,4.27809195,-0.19092582683694,-0.1608295145548777,4.1196441,7.76394465,35,local_max_drop
d-block,Mn-O,O,Mn3O4_1193728_POSCAR,-0.02954460860347638,4.28301,-0.19498506081442,-0.1654404522109436,4.12438,7.77287,35,local_max_drop
d-block,Mo-O,O,Mo4O5_543061_POSCAR,-0.09562329098133507,8.4220595164,-0.26802953127154,-0.17240624029020493,7.8204838367,14.7386041537,35,local_max_drop
d-block,Mo-S,S,Mo15S19_31257_POSCAR,-0.1586130006063377,13.477614048,-0.47916344269779,-0.3205504420914523,12.548123424,22.772520288,35,local_max_drop
d-block,Mo-S,S,Mo21S8_1210708_POSCAR,-0.15307354420090913,17.0490915845,-0.45045281086321,-0.29737926666230086,15.8732921649,28.8070857808,35,local_max_drop
d-block,Mo-S,S,MoS2_990083_POSCAR,-0.07256000748609207,4.58632245,-0.31376257782807,-0.24120257034197792,4.27002435,7.74930345,35,local_max_drop
d-block,Mo-S,S,Mo7S8_673645_POSCAR,-0.06598367427147803,9.3130183255,-0.23571454026172,-0.16973086599024198,8.6707411996,15.7357895844,35,local_max_drop
d-block,Nb-O,O,NbO2_1245189_POSCAR,-0.23450786472112134,16.1746495812,-0.56235690020162,-0.32784903548049865,15.0963396091,26.4185943159,35,local_max_drop
d-block,Nb-O,O,NbO2_1244881_POSCAR,-0.2227402871332395,17.1751214819,-0.50942294017835,-0.2866826530451105,16.0301133831,28.0526984205,35,local_max_drop
d-block,Nb-O,O,NbO2_1244973_POSCAR,-0.2093230937452945,16.9462967144,-0.51128182262518,-0.30195872887988545,15.8165436001,27.6789513002,35,local_max_drop
d-block,Nb-O,O,NbO2_821_POSCAR,-0.12374423648427918,8.6576784311,-0.27914021811934,-0.1553959816350608,8.080499869,14.1408747708,35,local_max_drop
d-block,Nb-O,O,Nb4O5_28212_POSCAR,-0.12146415168163767,7.020640276,-0.20435161721472,-0.08288746553308234,6.0522761,11.862461156,35,local_max_drop
d-block,Nb-O,O,Nb2O5_581967_POSCAR,-0.12073083403106669,5.807859,-0.33254724592498,-0.2118164118939133,5.6142637,9.4861697,35,local_max_drop
d-block,Nb-O,O,Nb12O29_1470_POSCAR,-0.11771948018968012,16.129663815,-0.29814452368421,-0.1804250434945299,15.054352894,26.3451175645,35,local_max_drop
d-block,Nb-O,O,Nb2O5_766361_POSCAR,-0.096989929722968,17.262906551,-0.25139179996831,-0.15440187024534202,16.6874763326,28.1960807,35,local_max_drop
d-block,Nb-O,O,NbO2_649729_POSCAR,-0.09481871422428213,17.3951693115,-0.2130756080169,-0.11825689379261788,16.2354913574,28.4121098754,35,local_max_drop
d-block,Nb-O,O,NbO2_776975_POSCAR,-0.08256971902766637,7.3315451,-0.18405705249879,-0.10148733347112364,6.8259213,12.3877831,35,local_max_drop
d-block,Nb-O,O,Nb2O5_1364247_POSCAR,-0.07644742790978781,5.7473204262,-0.1959696334873,-0.1195222055775122,5.3641657311,9.3872900295,35,local_max_drop
d-block,Nb-O,O,Nb2O5_1201852_POSCAR,-0.07112926626681383,5.7109627894,-0.18805534975236,-0.11692608348554616,5.5205973631,9.3279058894,35,local_max_drop
d-block,Nb-O,O,Nb2O5_680944_POSCAR,-0.07085805048875272,5.7486203467,-0.18992939208418,-0.11907134159542727,5.5569996685,9.389413233,35,local_max_drop
d-block,Nb-O,O,Nb2O5_556048_POSCAR,-0.06877817346718117,22.799248372,-0.18050212786957,-0.11172395440238884,21.3283291222,36.0375216203,35,local_max_drop
d-block,Nb-O,O,NbO2_557057_POSCAR,-0.06244482868390011,8.3029826576,-0.14056680333736,-0.07812197465345988,7.7494504805,13.5615383408,35,local_max_drop
d-block,Nb-O,O,Nb12O29_510554_POSCAR,-0.059378001944367945,14.8639712612,-0.1497853037708,-0.09040730182643204,13.8730398438,24.2778197266,35,local_max_drop
d-block,Nb-S,S,Nb14S5_683941_POSCAR,-1.0842023921852435,4.9286324035,-1.697372122885,-0.6131697306997566,4.2488210375,8.3276892335,35,local_max_drop
d-block,Nb-S,S,Nb21S8_31381_POSCAR,-0.40793463437078936,4.8525851872,-0.63820988505848,-0.23027525068769064,4.1832630925,8.1991956612,35,local_max_drop
d-block,Nb-S,S,Nb11S12_684971_POSCAR,-0.33385265421477334,12.3614413043,-0.62660388622397,-0.29275123200919667,10.595521118,17.306017826,35,local_max_drop
d-block,Nb-S,S,Nb11S12_1173629_POSCAR,-0.29275678094846486,8.2983767111,-0.5331113709531,-0.24035459000463516,7.1537730268,14.0213951325,35,local_max_drop
d-block,Nb-S,S,Nb25S48_684620_POSCAR,-0.22276523433893675,17.3510431702,-0.5727554200181,-0.34999018567916323,16.1544195033,29.3172798393,35,local_max_drop
d-block,Nb-S,S,Nb5S8_1220654_POSCAR,-0.14304461198515556,8.446288338,-0.35313464259937,-0.21009003061421444,7.863785694,14.271314778,35,local_max_drop
d-block,Nb-S,S,Nb3S5_32983_POSCAR,-0.12997694634929685,11.4546519347,-0.2894586224019,-0.15948167605260316,9.8746999437,19.3544118897,35,local_max_drop
d-block,Nb-S,S,Nb7S8_1220475_POSCAR,-0.08252154851363616,9.7697431405,-0.18533070466347,-0.10280915614983382,9.0959677515,16.5074970305,35,local_max_drop
d-block,Nb-S,S,Nb3S4_12627_POSCAR,-0.07588068403188918,14.0282615965,-0.14673216623859,-0.07085148220670083,12.0933289625,23.7029247665,35,local_max_drop
d-block,Nb-S,S,Nb3S5_1220657_POSCAR,-0.06495556586606091,8.4320013552,-0.14474915475805,-0.07979358889198909,7.2689666855,14.2471747036,35,local_max_drop
d-block,Ni-O,O,Ni15O16_1100319_POSCAR,-0.2641469386601428,7.1154430754,-0.43800694750537,-0.17386000884522715,6.5462076293,13.9462684277,35,local_max_drop
d-block,Ni-O,O,Ni15O16_705519_POSCAR,-0.26302619744092176,8.5757738126,-0.4371026438945,-0.17407644645357823,7.8897119076,16.8085166728,35,local_max_drop
d-block,Ni-O,O,Ni15O16_33255_POSCAR,-0.23939963946071566,7.0932960802,-0.42304065461219,-0.18364101515147432,6.5258323938,13.9028603173,35,local_max_drop
d-block,Ni-O,O,Ni6O7_766450_POSCAR,-0.1769853746531678,6.5545461223,-0.30560094020648,-0.1286155655533122,5.798252339,12.3527984613,35,local_max_drop
d-block,Ni-O,O,Ni9O10_656884_POSCAR,-0.1527195838597728,6.311011728,-0.25514584576419,-0.10242626190441723,5.8061307898,12.3695829869,35,local_max_drop
d-block,Ni-O,O,Ni5O7_1046095_POSCAR,-0.12899358294698038,3.6336275,-0.23963363838691,-0.11064005543992962,3.3429373,7.1219099,35,local_max_drop
d-block,Ni-O,O,Ni9O13_1045896_POSCAR,-0.11165543613343495,3.657991065,-0.20990468982703,-0.09824925369359505,3.3653517798,7.1696624875,35,local_max_drop
d-block,Ni-O,O,NiO2_1042045_POSCAR,-0.10236400541834537,7.3753070738,-0.25544851210748,-0.15308450668913462,6.8079757604,13.8996171775,35,local_max_drop
d-block,Ni-O,O,Ni2O3_1043875_POSCAR,-0.0998739936890189,3.7735854,-0.18265851019086,-0.08278451650184109,3.4833096,7.1117571,35,local_max_drop
d-block,Ni-O,O,NiO2_1354141_POSCAR,-0.09385686475813751,6.5920578098,-0.1988773516625,-0.1050204869043625,6.1037572313,11.9633641733,35,local_max_drop
d-block,Ni-O,O,Ni5O4_1220234_POSCAR,-0.09307453972358407,6.2836879623,-0.1506281698485,-0.05755363012491594,5.7809929253,12.3160284061,35,local_max_drop
d-block,Ni-O,O,NiO2_1041256_POSCAR,-0.08859093477932373,7.574784066,-0.19407591692732,-0.10548498214799629,6.733141392,13.746830342,35,local_max_drop
d-block,Ni-O,O,Ni4O3_1094096_POSCAR,-0.07587500141572612,5.20504875,-0.1191686925992,-0.043293691183473884,4.5804429,10.20189555,35,local_max_drop
d-block,Ni-O,O,Ni5O6_754806_POSCAR,-0.07289810713683018,6.4677513107,-0.12628745524423,-0.05338934810739981,5.7214723134,12.1892236241,35,local_max_drop
d-block,Ni-O,O,Ni3O4_754800_POSCAR,-0.07246828753795091,12.6503694514,-0.1326871789778,-0.060218891439849084,11.1907114378,23.8410808892,35,local_max_drop
d-block,Ni-O,O,Ni4O_1094082_POSCAR,-0.07110532074667184,5.0214138,-0.11125368296011,-0.040148362213438156,4.2488886,9.4634337,35,local_max_drop
d-block,Ni-O,O,NiO2_1369444_POSCAR,-0.07067576291192433,3.78503145,-0.14570550974503,-0.07502974683310566,3.50465875,6.86913115,35,local_max_drop
d-block,Ni-O,O,Ni3O4_656887_POSCAR,-0.06906375762699932,6.8243491084,-0.12685779731418,-0.05779403968718069,5.8133344257,12.3849298634,35,local_max_drop
d-block,Ni-O,O,Ni5O4_1094094_POSCAR,-0.054814080271670194,5.69939875,-0.11027809600502,-0.05546401573334981,5.24344685,11.17082155,35,local_max_drop
d-block,Ni-S,S,Ni9S8_1202035_POSCAR,-0.33664148575098346,12.4269911722,-0.70338415140536,-0.3667426656543766,11.0955278323,21.7472345513,35,local_max_drop
d-block,Ni-S,S,Ni17S18_28105_POSCAR,-0.1867732851825731,10.517651828,-0.40742522489184,-0.22065193970926691,9.7385665074,19.0875903546,35,local_max_drop
d-block,Ni-S,S,Ni9S8_976920_POSCAR,-0.16451106102431323,10.08150668,-0.36033375185264,-0.19582269082832676,9.00134525,17.64263669,35,local_max_drop
d-block,Ni-S,S,Ni3S_976881_POSCAR,-0.09967461591765209,6.611705438,-0.17084851342682,-0.07117389750916792,6.103112712,12.460521787,35,local_max_drop
d-block,Ni-S,S,Ni9S10_767469_POSCAR,-0.09530175725716818,7.4901808628,-0.21226887952399,-0.11696712226682184,6.9353526507,13.5932911954,35,local_max_drop
d-block,Ni-S,S,Ni3S2_850086_POSCAR,-0.08331118011992433,7.79647626,-0.15621676735008,-0.07290558723015567,7.2189595,14.14916062,35,local_max_drop
d-block,Pd-O,O,Pd7O8_684657_POSCAR,-0.3659186590475132,7.23243375,-1.0339057598992,-0.6679871008516869,6.9431364,14.17557015,35,local_max_drop
d-block,Pd-O,O,Pd7O8_1219936_POSCAR,-0.05716387490038184,7.1951275,-0.17195602551199,-0.11479215061160815,6.9073224,14.1024499,35,local_max_drop
d-block,Pd-S,S,Pd16S7_393_POSCAR,-0.16540403715810736,9.5449700676,-0.41245486494577,-0.24705082778766263,8.8107416008,17.988597435,35,local_max_drop
d-block,Pd-S,S,Pd4S_7819_POSCAR,-0.1139820992748849,6.701033651,-0.23554909158592,-0.1215669923110351,6.185569524,12.6288711115,35,local_max_drop
d-block,Pd-S,S,Pd3S_558378_POSCAR,-0.07039600557361585,5.919125043,-0.15752797080641,-0.08713196523279416,5.463807732,11.1552741195,35,local_max_drop
d-block,Rh-O,O,Rh2O3_613620_POSCAR,-0.14322330082407653,6.9711779115,-0.3812321494183,-0.2380088485942235,6.4547943625,12.6513969505,35,local_max_drop
d-block,Rh-O,O,Rh2O3_1179690_POSCAR,-0.07682880436468113,3.9812435,-0.2006161969243,-0.12378739255961886,3.82811875,7.50311275,35,local_max_drop
d-block,Rh-O,O,Rh2O3_1716_POSCAR,-0.07286330013776543,7.004331684,-0.19746616567793,-0.12460286554016456,6.4854923,12.711564908,35,local_max_drop
d-block,Rh-O,O,Rh2O3_1189664_POSCAR,-0.06854112337427551,3.75801795,-0.17160266370137,-0.1030615403270945,3.47964625,6.82010665,35,local_max_drop
d-block,Rh-S,S,Rh17S15_21991_POSCAR,-0.2544271733254264,13.9242096,-0.72864553689384,-0.4742183635684136,12.9296232,24.3673668,35,local_max_drop
d-block,Sc-O,O,Sc20O19_684697_POSCAR,-0.4387089915759971,11.6485315668,-0.60177178216492,-0.16306279058892292,10.8451845622,19.6820016129,35,local_max_drop
d-block,Sc-O,O,Sc16O15_759946_POSCAR,-0.3493941276164091,8.8020989185,-0.47935847648775,-0.12996434887134092,8.1950576138,14.8725119658,35,local_max_drop
d-block,Sc-O,O,Sc2O3_216_POSCAR,-0.23342918106744315,11.6769937915,-0.34701631804527,-0.11358713697782687,10.8716838748,19.730092958,35,local_max_drop
d-block,Sc-O,O,Sc2O3_775837_POSCAR,-0.20623111339743644,7.91391295,-0.31572657530381,-0.10949546190637353,7.36812585,13.37178395,35,local_max_drop
d-block,Sc-O,O,Sc2O3_558748_POSCAR,-0.09556420987765374,4.642051982,-0.1431275893153,-0.047563379437646276,4.321910466,7.843467142,35,local_max_drop
d-block,Sc-O,O,Sc2O3_755313_POSCAR,-0.058982412406137635,6.7158773353,-0.087549483758748,-0.028567071352610367,6.2527133811,11.3475168768,35,local_max_drop
d-block,Sc-O,O,Sc2O3_754455_POSCAR,-0.055839606227558944,6.7811818876,-0.082398583697323,-0.02655897746976406,6.3135141712,11.4578590514,35,local_max_drop
d-block,Sc-S,S,Sc29S42_684978_POSCAR,-0.27794470916080904,8.8928752884,-0.52072728758656,-0.24278257842575093,8.2576699106,15.5625317547,35,local_max_drop
d-block,Sc-S,S,Sc2S3_401_POSCAR,-0.0679041333359399,8.8068773466,-0.13385221607918,-0.06594808274324009,8.4923460128,15.4120353566,35,local_max_drop
d-block,Sc-S,S,Sc2S3_1105836_POSCAR,-0.06468526348873396,8.67482,-0.13466562799008,-0.06998036450134604,8.05519,15.180935,35,local_max_drop
d-block,Ta-O,O,Ta11O2_673681_POSCAR,-0.2558979205585986,13.7340285324,-0.43627836545709,-0.18038044489849134,11.8396797693,23.2057723478,35,local_max_drop
d-block,Ta-O,O,Ta6O_1218065_POSCAR,-0.1518329181254975,7.089789761,-0.25350033503167,-0.10166741690617251,6.111887725,11.979299941,35,local_max_drop
d-block,Ta-O,O,Ta22O21_684943_POSCAR,-0.1155898215724018,4.2447995409,-0.32856205361643,-0.21297223204402818,3.952054745,7.1722475001,35,local_max_drop
d-block,Ta-O,O,Ta10O9_685006_POSCAR,-0.09352904883474845,23.388281563,-0.19353274065326,-0.10000369181851156,20.1623116922,39.5181309168,35,local_max_drop
d-block,Ta-O,O,TaO2_510_POSCAR,-0.05823251980476196,14.774155769,-0.22338728687536,-0.16515476707059804,14.2647021218,24.9632287132,35,local_max_drop
d-block,Ta-O,O,TaO2_683983_POSCAR,-0.055277173885416295,17.1691344152,-0.17736851712931,-0.12209134324389372,16.0245254542,28.0429195449,35,local_max_drop
d-block,Ta-S,S,Ta6S_27467_POSCAR,-0.2798808034141286,7.7662169259,-0.48513689027867,-0.20525608686454141,6.4718474383,12.684820979,35,local_max_drop
d-block,Ta-S,S,Ta2S_555935_POSCAR,-0.24142549997430796,8.1496527465,-0.46433483395467,-0.22290933398036206,7.0255627125,13.7701029165,35,local_max_drop
d-block,Ta-S,S,Ta27S50_530018_POSCAR,-0.14281061508972398,15.1540861499,-0.45645532624522,-0.313644711155496,13.0638673706,25.6051800464,35,local_max_drop
d-block,Ta-S,S,Ta6S_558552_POSCAR,-0.1403832261406703,7.7892988123,-0.24369032694418,-0.10330710080350969,6.4910823436,12.7225213935,35,local_max_drop
d-block,Ta-S,S,Ta3S2_1826_POSCAR,-0.11268721160836903,7.7894299665,-0.22416607575297,-0.11147886414460098,6.7150258332,13.1614506331,35,local_max_drop
d-block,Tc-O,O,Tc2O7_27485_POSCAR,-0.3130755057089796,4.687697691,-0.37474705355392,-0.061671547844940416,8.27240769,13.511599227,35,local_max_drop
d-block,Ti-O,O,Ti3O_1245140_POSCAR,-1.6057661461466,15.6594515541,-2.1655940549633,-0.5598279088167002,14.0395082899,26.4590733156,35,local_max_drop
d-block,Ti-O,O,Ti3O_1245176_POSCAR,-1.602777455891307,15.8280423853,-2.1683140458917,-0.5655365900003927,14.1906586902,26.7439336855,35,local_max_drop
d-block,Ti-O,O,Ti3O_1244956_POSCAR,-1.531324829410181,16.5855760455,-2.1044900212952,-0.5731651918850189,14.8698267994,28.0239043528,35,local_max_drop
d-block,Ti-O,O,Ti2O_1245186_POSCAR,-1.3910837705758354,15.7968916122,-1.8991198357901,-0.5080360652142646,14.1627304109,26.6912996206,35,local_max_drop
d-block,Ti-O,O,Ti2O_1245309_POSCAR,-1.3818686716856257,16.1719757344,-1.9120784416738,-0.5302097699881742,15.0168346105,28.3009575352,35,local_max_drop
d-block,Ti-O,O,Ti2O_1245066_POSCAR,-1.3776148011834228,15.3345602303,-1.8988272218312,-0.5212124206477771,13.7482264134,25.9101190098,35,local_max_drop
d-block,Ti-O,O,Ti2O_1245206_POSCAR,-1.3504474473914758,15.7002614937,-1.8797256284916,-0.529278181100124,14.5788142442,27.475457614,35,local_max_drop
d-block,Ti-O,O,Ti2O_1244955_POSCAR,-1.3375795218558078,16.1623987106,-1.8838729405441,-0.5462934186882922,15.0079416598,28.2841977435,35,local_max_drop
d-block,Ti-O,O,TiO_1245294_POSCAR,-0.8772661798674313,15.31471241,-1.2608821403681,-0.38361596050066876,13.7304318158,25.8765830375,35,local_max_drop
d-block,Ti-O,O,TiO_1244944_POSCAR,-0.8729756938612376,15.463252883,-1.2584854593046,-0.38550976544336235,13.8636060331,26.1275652161,35,local_max_drop
d-block,Ti-O,O,TiO_1245141_POSCAR,-0.8661566572037951,15.6586610308,-1.244778833053,-0.37862217584920493,14.0387995448,26.4577376037,35,local_max_drop
d-block,Ti-O,O,TiO_1244926_POSCAR,-0.8644467268983845,15.1174301533,-1.2543197941453,-0.3898730672469154,13.5535580685,25.5432440521,35,local_max_drop
d-block,Ti-O,O,TiO_1245324_POSCAR,-0.8495392792618922,15.0616903486,-1.2216638263225,-0.3721245470606077,13.5035844505,25.4490630028,35,local_max_drop
d-block,Ti-O,O,Ti3O_557812_POSCAR,-0.466574558045589,7.189477806,-0.60816939941919,-0.14159484137360104,6.675943677,12.5815861605,35,local_max_drop
d-block,Ti-O,O,Ti3O5_1245135_POSCAR,-0.46036360329740533,16.607863865,-0.74089057873095,-0.28052697543354466,15.4624939433,28.0615630823,35,local_max_drop
d-block,Ti-O,O,Ti3O5_1245086_POSCAR,-0.43778531857330855,15.8866752578,-0.69601615288077,-0.25823083430746147,14.7910424814,26.8430030217,35,local_max_drop
d-block,Ti-O,O,Ti3O5_1245051_POSCAR,-0.437537025884674,15.5452976882,-0.6908505982888,-0.253313572404126,14.4732081925,26.2661926456,35,local_max_drop
d-block,Ti-O,O,TiO_673667_POSCAR,-0.42972577310359616,5.9924302009,-0.608607270089,-0.17888149698540382,5.5643994723,10.4867528516,35,local_max_drop
d-block,Ti-O,O,Ti3O5_1245292_POSCAR,-0.426448938516299,15.7309488723,-0.69320069322609,-0.266751754709791,14.6460558467,26.5798791291,35,local_max_drop
d-block,Ti-O,O,Ti9O8_32544_POSCAR,-0.425923939979353,8.4824307237,-0.5920895133535,-0.166165573374147,7.8765428149,14.8442537665,35,local_max_drop
d-block,Ti-O,O,Ti3O5_1245031_POSCAR,-0.4212435977005029,15.7673411194,-0.67048845655028,-0.24924485884977712,14.6799382836,26.6413694776,35,local_max_drop
d-block,Ti-O,O,Ti10O11_684733_POSCAR,-0.40761506240705375,9.0425672833,-0.58911293109816,-0.18149786869110623,8.3966696202,15.8244927458,35,local_max_drop
d-block,Ti-O,O,Ti13O22_656852_POSCAR,-0.35509669033693764,11.0093718649,-0.53720568617587,-0.1821089958389323,10.2501048398,18.6020421166,35,local_max_drop
d-block,Ti-O,O,Ti6O_882_POSCAR,-0.31394821010545854,7.14670649,-0.40377568948832,-0.08982747938286144,6.636227455,12.5067363575,35,local_max_drop
d-block,Ti-O,O,Ti6O_554098_POSCAR,-0.31290831099252286,7.147420504,-0.40259973004758,-0.08969141905505712,6.636890468,12.507985882,35,local_max_drop
d-block,Ti-O,O,Ti3O_2591_POSCAR,-0.3106229432313659,7.192284764,-0.40500213268747,-0.09437918945610409,6.678550138,12.586498337,35,local_max_drop
d-block,Ti-O,O,Ti19O30_760075_POSCAR,-0.27919703893425385,7.3106677496,-0.42626793953177,-0.14707090059751612,6.8064837668,12.3525075768,35,local_max_drop
d-block,Ti-O,O,TiO2_1245308_POSCAR,-0.2640635721117077,15.62876539,-0.46277719520256,-0.1987136230908523,14.065888851,25.5269834704,35,local_max_drop
d-block,Ti-O,O,TiO2_1245134_POSCAR,-0.24698705928461412,15.5434684436,-0.43595502879214,-0.18896796950752587,14.507237214,25.3876651245,35,local_max_drop
d-block,Ti-O,O,TiO2_1245098_POSCAR,-0.24275202853251,15.7947194436,-0.41238187258904,-0.16962984405653003,14.7417381474,25.7980417579,35,local_max_drop
d-block,Ti-O,O,TiO2_1245321_POSCAR,-0.23954297149125395,15.404109505,-0.42673145225516,-0.18718848076390607,14.3771688713,25.1600455248,35,local_max_drop
d-block,Ti-O,O,Ti9O17_27273_POSCAR,-0.22189130052466824,8.0142048918,-0.36304989203643,-0.14115859151176177,7.4615011061,13.5412427482,35,local_max_drop
d-block,Ti-O,O,Ti5O8_759920_POSCAR,-0.21891127242035496,7.8970588645,-0.33491000850185,-0.11599873608149502,7.3524341153,13.3433063573,35,local_max_drop
d-block,Ti-O,O,Ti4O7_12205_POSCAR,-0.2185507642842827,8.0732924114,-0.34457522776168,-0.1260244634773973,7.5165136244,13.6410802813,35,local_max_drop
d-block,Ti-O,O,Ti11O14_1101463_POSCAR,-0.21075056479011267,15.4584078355,-0.30141266743203,-0.09066210264191733,13.8592621973,26.1193787565,35,local_max_drop
d-block,Ti-O,O,Ti11O14_759754_POSCAR,-0.20852535596078997,7.1525743555,-0.30050630607618,-0.09198095011539004,6.6592933654,12.0853842558,35,local_max_drop
d-block,Ti-O,O,Ti11O14_2739250_POSCAR,-0.20736942733271246,7.1350206623,-0.29724033182038,-0.08987090448766755,6.6429502718,12.0557245673,35,local_max_drop
d-block,Ti-O,O,Ti2O3_776456_POSCAR,-0.2031457850032429,18.9572718469,-0.31209640890404,-0.1089506239007971,16.9961747593,32.0312524309,35,local_max_drop
d-block,Ti-O,O,Ti4O7_778663_POSCAR,-0.19940503028169068,8.5645154943,-0.31599603931737,-0.11659100903567934,7.9738592533,14.4710779042,35,local_max_drop
d-block,Ti-O,O,Ti8O15_565700_POSCAR,-0.19904894900756956,7.9794720118,-0.32452411827747,-0.12547516926990046,7.4291635972,13.4825561579,35,local_max_drop
d-block,Ti-O,O,Ti10O13_753593_POSCAR,-0.18645969957705766,17.4648793332,-0.26738742366678,-0.08092772408972233,16.2604048965,29.509623701,35,local_max_drop
d-block,Ti-O,O,Ti7O13_556724_POSCAR,-0.17669338432284298,8.0452008666,-0.2866045419327,-0.10991115760985705,7.4903594275,13.5936152573,35,local_max_drop
d-block,Ti-O,O,TiO2_1201727_POSCAR,-0.17196645927134083,4.3024646645,-0.28141338705904,-0.10944692778769918,4.154103814,7.2696816745,35,local_max_drop
d-block,Ti-O,O,Ti9O10_32813_POSCAR,-0.16631993693690378,6.5310481565,-0.24291255751826,-0.07659262058135623,5.8554224852,11.035219299,35,local_max_drop
d-block,Ti-O,O,Ti5O7_1045759_POSCAR,-0.16561567936977173,7.4908732315,-0.2447005228681,-0.07908484349832827,6.715955311,12.6569927015,35,local_max_drop
d-block,Ti-O,O,Ti9O10_1217149_POSCAR,-0.1621387312124421,7.3995547904,-0.22937112561636,-0.06723239440391791,6.6340836052,12.5026960252,35,local_max_drop
