block,chemsys,metal_1,metal_2,ligand,source,delta_E,dip_x,dip_y,baseline_y,left_anchor,right_anchor,n_points,dip_method
d-block,Mn-Cd-O,Mn,Cd,O,MnCd9O10_757244_POSCAR,-0.29069855951210677,8.2843712113,-0.81657834275118,-0.5258797832390733,7.6216215144,16.2373675741,35,local_max_drop
d-block,Mn-Cd-O,Mn,Cd,O,Mn9CdO10_756679_POSCAR,-0.19655996815248364,10.570082484,-0.29120447966989,-0.09464451151740635,8.0332626879,20.7173616687,35,local_max_drop
d-block,Mn-Cd-O,Mn,Cd,O,MnCd4O5_753688_POSCAR,-0.17322881640374,8.1357645403,-0.4244739272892,-0.25124511088546003,7.1594727955,15.946098499,35,local_max_drop
d-block,Mn-Cd-O,Mn,Cd,O,MnCd4O5_1221762_POSCAR,-0.1668438515937959,4.1011106625,-0.42744099887204,-0.2605971472782441,3.7730218095,8.0381768985,35,local_max_drop
d-block,Mn-Cd-O,Mn,Cd,O,MnCd4O5_1176452_POSCAR,-0.16070828786781427,8.217927047,-0.42100270502932,-0.26029441716150575,7.5604928832,16.1071370121,35,local_max_drop
d-block,Mn-Cd-O,Mn,Cd,O,MnCd6O8_752683_POSCAR,-0.13747628915067378,10.7391847743,-0.47243071361141,-0.3349544244607362,10.3096173833,21.0488021576,35,local_max_drop
d-block,Mn-Cd-O,Mn,Cd,O,MnCdO2_1221645_POSCAR,-0.1098764814854249,6.99964425,-0.19574718134839,-0.0858706998629651,5.5997154,13.71930273,35,local_max_drop
d-block,Mn-Cd-O,Mn,Cd,O,Mn2Cd3O5_760391_POSCAR,-0.10930884273445447,6.7655732662,-0.23029166159851,-0.12098281886405553,5.9537044742,13.2605236017,35,local_max_drop
d-block,Mn-Cd-O,Mn,Cd,O,Mn4CdO5_1221716_POSCAR,-0.0875976063683448,4.0164601086,-0.13742042025523,-0.04982281388688519,3.0525096826,7.8722618129,35,local_max_drop
d-block,Mn-Cd-O,Mn,Cd,O,Mn2CdO3_1221887_POSCAR,-0.0846918644358425,6.1150590222,-0.15656655566572,-0.0718746912298775,5.6258543004,11.9855156835,35,local_max_drop
d-block,Mn-Cd-O,Mn,Cd,O,Mn7CdO12_1105404_POSCAR,-0.07708228778135034,8.2364450784,-0.17381993229326,-0.09673764451190967,7.6263380356,14.9476225497,35,local_max_drop
d-block,Mn-Cd-O,Mn,Cd,O,Mn7CdO12_1105241_POSCAR,-0.07281326131972345,7.9683545806,-0.17549348188069,-0.10268022056096655,7.6618794044,15.0172836326,35,local_max_drop
d-block,Mn-Co-O,Mn,Co,O,MnCo9O10_1176471_POSCAR,-0.15653967518272538,9.7684551226,-0.2563688882298,-0.09982921304707458,8.2055023029,19.1461720402,35,local_max_drop
d-block,Mn-Co-O,Mn,Co,O,Mn2CoO4_766445_POSCAR,-0.13466548082453877,8.013515374,-0.24807409479938,-0.11340861397484124,6.1642425954,15.1023943586,35,local_max_drop
d-block,Mn-Co-O,Mn,Co,O,Mn_CoO2_2_767807_POSCAR,-0.118814532011052,7.2393691389,-0.24465437926159,-0.125839847250538,6.4040573152,13.6434264541,35,local_max_drop
d-block,Mn-Co-O,Mn,Co,O,Mn3CoO8_758012_POSCAR,-0.11589146765375541,11.1280527,-0.24199934544232,-0.12610787778856458,10.3037525,20.1953549,35,local_max_drop
d-block,Mn-Co-O,Mn,Co,O,MnCo3O8_867992_POSCAR,-0.11377540829624726,10.859589,-0.23684795907351,-0.12307255077726274,10.055175,19.708143,35,local_max_drop
d-block,Mn-Co-O,Mn,Co,O,Mn3_CoO4_2_504423_POSCAR,-0.08834177194299674,6.898800188,-0.17864198634033,-0.09030021439733325,5.174100141,12.072900329,35,local_max_drop
d-block,Mn-Co-O,Mn,Co,O,Mn_CoO2_2_1222025_POSCAR,-0.06823901466403316,6.5394425754,-0.13160164868929,-0.06336263402525684,5.7547094663,12.8173074478,35,local_max_drop
d-block,Mn-Co-O,Mn,Co,O,Mn2CoO4_1221996_POSCAR,-0.06516611510444578,6.8455484121,-0.11999150553038,-0.05482539042593422,5.0707766015,12.4234026737,35,local_max_drop
d-block,Mn-Co-O,Mn,Co,O,Mn3CoO8_773167_POSCAR,-0.0616031184131977,8.0760707986,-0.13044099836483,-0.0688378799516323,7.2107774987,14.1331238975,35,local_max_drop
d-block,Mn-Co-O,Mn,Co,O,Mn5Co3O16_756965_POSCAR,-0.05804276161097524,7.9461438301,-0.12841345314144,-0.07037069153046477,7.3785621279,13.9057517026,35,local_max_drop
d-block,Mn-Co-O,Mn,Co,O,MnCo3O8_757029_POSCAR,-0.05727385659703042,7.5954806555,-0.12873746510388,-0.07146360850684959,7.0328524588,13.7843908192,35,local_max_drop
d-block,Mn-Cu-O,Mn,Cu,O,Mn2CuO4_698748_POSCAR,-0.266180578806617,8.2727912313,-0.63313036815374,-0.366949789347123,7.3535922056,15.0135840865,35,local_max_drop
d-block,Mn-Cu-O,Mn,Cu,O,Mn2CuO4_705869_POSCAR,-0.22564122707354872,7.7617155734,-0.54104936027768,-0.3154081332041313,7.1646605293,14.6278485806,35,local_max_drop
d-block,Mn-Cu-O,Mn,Cu,O,Mn9_Cu3O10_2_685488_POSCAR,-0.21435453859240494,8.058414614,-0.51728026622746,-0.3029257276350551,7.1630352125,14.6245302255,35,local_max_drop
d-block,Mn-Cu-O,Mn,Cu,O,Mn2CuO4_530196_POSCAR,-0.18184465122567184,6.8617281683,-0.44163207928098,-0.2597874280553082,6.3534520077,12.4527659351,35,local_max_drop
d-block,Mn-Cu-O,Mn,Cu,O,Mn8Cu7O20_532104_POSCAR,-0.17847380286112963,6.8868050246,-0.49581830011707,-0.3173444972559404,6.3766713191,12.4982757853,35,local_max_drop
d-block,Mn-Cu-O,Mn,Cu,O,Mn13Cu11O32_759736_POSCAR,-0.15900168077162044,8.0921894764,-0.40223368600817,-0.24323200523654956,7.4927680337,14.6858253461,35,local_max_drop
d-block,Mn-Cu-O,Mn,Cu,O,Mn2CuO4_685330_POSCAR,-0.14872639949141225,7.876766521,-0.33643523714808,-0.18770883765666774,7.270861404,14.8446753665,35,local_max_drop
d-block,Mn-Cu-O,Mn,Cu,O,Mn3Cu3O8_21784_POSCAR,-0.14479257440678206,11.4135102,-0.39228625548471,-0.24749368107792796,10.568065,20.7134074,35,local_max_drop
d-block,Mn-Cu-O,Mn,Cu,O,Mn2CuO4_34237_POSCAR,-0.13201603410089868,7.936691219,-0.31980107490863,-0.18778504080773134,7.3261765099,14.9576103744,35,local_max_drop
d-block,Mn-Cu-O,Mn,Cu,O,Mn11Cu7O24_760128_POSCAR,-0.13117852512980055,8.198099311,-0.31414676566556,-0.18296824053575944,7.5908326953,14.8780320829,35,local_max_drop
d-block,Mn-Cu-O,Mn,Cu,O,Mn11Cu7O24_765492_POSCAR,-0.1286675218378201,7.9057663524,-0.31192494513743,-0.18325742329960992,7.32015403,14.3475018988,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,Mn19Fe17O48_706492_POSCAR,-0.3220387144193556,7.9931539307,-0.7120708919242,-0.3900321775048444,7.0708669387,15.0640208693,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,Mn17Fe13O40_532236_POSCAR,-0.3036689843975848,7.9780362565,-0.59656876774607,-0.29289978334848527,6.1369509665,15.035529868,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,Mn23FeO32_757698_POSCAR,-0.2889952380919736,8.2074742055,-0.52044787361664,-0.23145263552466647,6.3134416965,15.4679321564,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,Mn13Fe11O32_762538_POSCAR,-0.24132487802950262,7.8820000171,-0.4771724606893,-0.2358475826597974,6.0630769362,14.8545384938,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,Mn_FeO2_2_697842_POSCAR,-0.23731538629058613,6.924294776,-0.56299604265356,-0.32568065636297383,6.1253376865,13.0496324625,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,Mn9FeO10_753618_POSCAR,-0.20416786712434415,8.4106728763,-0.29723461650091,-0.09306674937656584,6.6584493604,17.1717904558,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,Mn13Fe11O32_758522_POSCAR,-0.19461885517742003,8.0966740252,-0.44120868063183,-0.24658982545440997,7.1970435779,14.6939639716,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,Mn13Fe11O32_1333722_POSCAR,-0.18183908430827112,7.8883502772,-0.4439303755701,-0.2620912912618289,7.281554102,14.8665062917,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,Mn5_FeO3_4_1222437_POSCAR,-0.18133143748875252,7.9002894968,-0.35787432336791,-0.17654288587915745,6.0771457668,14.8890071286,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,MnFeO3_674482_POSCAR,-0.14693855205078338,10.148833526,-0.31667823738297,-0.16973968533218664,9.368154024,19.126647799,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,Mn5_FeO3_4_758400_POSCAR,-0.14689788151780692,7.7533508342,-0.34349146969836,-0.19659358818055306,6.8587334302,14.6120842644,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,Mn7Fe3O20_777317_POSCAR,-0.13998377561664122,7.8889915957,-0.29192078646933,-0.1519370108526888,7.3046218479,14.3170588219,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,MnFeO3_759744_POSCAR,-0.13037816230096486,10.1575391709,-0.30370914538136,-0.17333098308039516,9.3761900039,19.1430545913,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,Mn3Fe5O12_757662_POSCAR,-0.11951563996529838,10.1109658965,-0.29190027653771,-0.17238463657241163,9.3331992891,19.055281882,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,Mn13Fe3O32_771188_POSCAR,-0.11900125052347628,10.237608284,-0.24094933321967,-0.12194808269619371,9.4792669297,18.5793631821,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,Mn3FeO8_771261_POSCAR,-0.11578218456916688,11.2113894754,-0.23657889291723,-0.12079670834806312,10.3809161809,20.3465957146,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,Mn2FeO3_761563_POSCAR,-0.11177270265783285,3.98186625,-0.16688091863628,-0.055108215978447145,3.02621835,7.80445785,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,MnFe2O3_761716_POSCAR,-0.0998932351487932,8.57429905,-0.15443851313035,-0.05454527798155681,6.85943924,16.805626138,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,Mn4FeO5_1221857_POSCAR,-0.09947953520924704,3.9259861613,-0.1463124028162,-0.04683286760695296,2.9837494826,7.6949328762,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,Mn7Fe3O20_805897_POSCAR,-0.0931618761426091,8.7379793479,-0.21762417363558,-0.12446229749297091,8.1554473914,14.2720329349,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,Mn5FeO12_776272_POSCAR,-0.09179109690698388,8.0123361494,-0.17970519884235,-0.08791410193536613,7.153871562,14.0215882615,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,Mn9_FeO6_4_769622_POSCAR,-0.09139078037636775,17.3091268544,-0.19865228013713,-0.10726149976076224,16.0269693096,31.4128598469,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,Mn2FeO6_752751_POSCAR,-0.07944244207993116,7.9156656441,-0.17088207729267,-0.09143963521273883,7.3293200408,14.36546728,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,MnFe4O5_1221795_POSCAR,-0.0726512666801102,6.7894223057,-0.12079060937227,-0.0481393426921598,5.1599609524,13.3072677192,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,Mn3Fe5O12_1354810_POSCAR,-0.06960215744449672,11.7080587061,-0.17182883956794,-0.1022266821234433,10.1469842119,19.1231625532,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,Mn_FeO2_2_1192567_POSCAR,-0.0644318855929126,3.72947875,-0.12672061982625,-0.062288734233337396,2.83440385,7.30977835,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,Mn2FeO4_1307341_POSCAR,-0.06347438719339688,6.8209398554,-0.12422160632221,-0.06074721912881311,6.2962521742,12.854848189,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,Mn2FeO4_38856_POSCAR,-0.05960610301974684,6.8234687407,-0.12569867768357,-0.06609257466382315,6.2985865299,12.8596141651,35,local_max_drop
d-block,Mn-Fe-O,Mn,Fe,O,Mn2FeO4_1307551_POSCAR,-0.05626972657879008,6.8534572847,-0.11863077121177,-0.06236104463297992,6.3262682628,12.9161310365,35,local_max_drop
d-block,Mn-Hf-O,Mn,Hf,O,HfMnO3_754657_POSCAR,-0.039551686315067974,7.034326,-0.15333788199659,-0.11378619568152201,6.222673,7.575428,35,local_max_drop
d-block,Mn-Nb-O,Mn,Nb,O,Mn27Nb13O60_706836_POSCAR,-0.2269212626693078,5.9178867334,-0.9059523547011,-0.6790310920317922,5.4444557947,6.6280331414,35,local_max_drop
d-block,Mn-Nb-O,Mn,Nb,O,Mn3Nb6O11_31908_POSCAR,-0.1885945081225786,7.6866213069,-0.39399595064778,-0.20540144252520137,6.3613417713,12.9877394497,35,local_max_drop
d-block,Mn-Nb-O,Mn,Nb,O,MnNb4O12_775807_POSCAR,-0.11498558084242064,11.3879998131,-0.29015759324381,-0.17517201240138938,9.869599838,18.6003996947,35,local_max_drop
d-block,Mn-Nb-O,Mn,Nb,O,MnNb3O6_29876_POSCAR,-0.11181703008135707,9.2590727865,-0.33910334945941,-0.22728631937805294,8.6205160426,15.6446402254,35,local_max_drop
d-block,Mn-Nb-O,Mn,Nb,O,Mn4Nb2O9_1222064_POSCAR,-0.09457255474849502,7.1568756188,-0.2820635705086,-0.18749101576010496,6.5843255693,14.0274762129,35,local_max_drop
d-block,Mn-Nb-O,Mn,Nb,O,Mn4Nb2O9_31901_POSCAR,-0.08599115085996348,5.7346333221,-0.27991503865854,-0.19392388779857653,5.5052479892,11.2398813112,35,local_max_drop
d-block,Mn-Nb-S,Mn,Nb,S,Mn_NbS2_2_1211179_POSCAR,-0.10178024640923883,4.84340745,-0.25099395230428,-0.14921370589504118,4.17535125,8.18368845,35,local_max_drop
d-block,Mn-Nb-S,Mn,Nb,S,Mn_NbS2_4_3669_POSCAR,-0.09708173496433534,9.7659407475,-0.22488602051898,-0.12780428555464465,8.4189144375,16.5010722975,35,local_max_drop
d-block,Mn-Nb-S,Mn,Nb,S,Mn_NbS2_2_1193946_POSCAR,-0.096851788473404,4.8732296,-0.27023446947071,-0.173382680997306,4.0330176,8.2340776,35,local_max_drop
d-block,Mn-Nb-S,Mn,Nb,S,Mn_NbS2_3_10199_POSCAR,-0.07466606440976067,8.4717913295,-0.1767561088657,-0.10209004445593933,7.3032683875,14.3144060395,35,local_max_drop
d-block,Mn-Ni-O,Mn,Ni,O,Mn_Ni9O10_2_758680_POSCAR,-0.6350591431579155,7.3689646528,-1.0780433729613,-0.4429842298033845,6.7794474806,14.4431707195,35,local_max_drop
d-block,Mn-Ni-O,Mn,Ni,O,Mn3_Ni17O20_2_758834_POSCAR,-0.5713184989391659,7.3809747446,-0.99685166722266,-0.4255331682834942,6.790496765,14.4667104994,35,local_max_drop
d-block,Mn-Ni-O,Mn,Ni,O,MnNi7O8_1221343_POSCAR,-0.14882822690636227,6.5254850713,-0.24433508581429,-0.09550685890792772,5.7424268627,12.7899507397,35,local_max_drop
d-block,Mn-Ni-O,Mn,Ni,O,Mn15NiO32_851082_POSCAR,-0.13619557758324446,11.5298045737,-0.25441179019512,-0.11821621261187552,10.2944683694,20.177158004,35,local_max_drop
d-block,Mn-Ni-O,Mn,Ni,O,Mn3NiO8_775810_POSCAR,-0.13507640032289875,11.398758,-0.25602762499226,-0.12095122466936126,10.1774625,19.9478265,35,local_max_drop
d-block,Mn-Ni-O,Mn,Ni,O,Mn2NiO4_690543_POSCAR,-0.11941190783291941,7.7846246971,-0.24838139987094,-0.12896949203802058,6.6313469642,14.1276522281,35,local_max_drop
d-block,Mn-Ni-O,Mn,Ni,O,Mn_Ni3O4_2_19442_POSCAR,-0.0932381176325943,6.378719585,-0.17093517332412,-0.0776970556915257,5.8684220182,12.5022903866,35,local_max_drop
d-block,Mn-Ni-O,Mn,Ni,O,Mn3NiO4_776651_POSCAR,-0.0822177281720613,3.9257808375,-0.12219799343461,-0.0399802652625487,2.9835934365,7.6945304415,35,local_max_drop
d-block,Mn-Ni-O,Mn,Ni,O,Mn3NiO4_1221811_POSCAR,-0.08212121911475034,3.9358075,-0.12167715656552,-0.03955593745076966,2.9912137,7.7141827,35,local_max_drop
d-block,Mn-Ni-O,Mn,Ni,O,MnNi3O4_759859_POSCAR,-0.07895143225051965,6.5583172375,-0.12217319973954,-0.043221767489020346,5.24665379,12.8543017855,35,local_max_drop
d-block,Mn-Ni-O,Mn,Ni,O,MnNi3O4_1221715_POSCAR,-0.0789392312044834,3.79965125,-0.12205826733087,-0.0431190361263866,3.039721,7.44731645,35,local_max_drop
d-block,Mn-Ni-O,Mn,Ni,O,Mn2NiO4_29399_POSCAR,-0.07458861823105394,6.7791867014,-0.13721826409844,-0.06262964586738608,6.2577108013,12.7761595526,35,local_max_drop
d-block,Mn-Ni-O,Mn,Ni,O,Mn2NiO4_1180531_POSCAR,-0.061366797260222,6.7390435787,-0.1254876957355,-0.06412089847527801,5.9614616273,12.700505206,35,local_max_drop
d-block,Mn-Ni-O,Mn,Ni,O,Mn2NiO3_1221937_POSCAR,-0.060882271047657664,5.0338847119,-0.091867688762356,-0.030985417714698336,3.8257523811,9.8664140353,35,local_max_drop
d-block,Mn-Ni-O,Mn,Ni,O,Mn2NiO3_1221867_POSCAR,-0.06060102703561346,3.9148694625,-0.091399833463328,-0.030798806427714542,2.9753007915,7.6731441465,35,local_max_drop
d-block,Mn-Ni-O,Mn,Ni,O,Mn2NiO4_1422345_POSCAR,-0.058840886340101414,6.7043214382,-0.12317642383161,-0.06433553749150858,5.9307458877,12.6350673259,35,local_max_drop
d-block,Mn-Ni-O,Mn,Ni,O,Mn2NiO4_622693_POSCAR,-0.058614580450695994,6.7043312249,-0.12297907622931,-0.064364495778614,5.9307545451,12.6350857701,35,local_max_drop
d-block,Mn-Re-O,Mn,Re,O,Mn3ReO6_1278885_POSCAR,-0.09581904302871061,6.6835881811,-0.18511288180384,-0.08929383877512939,5.0795270176,13.0998328349,35,local_max_drop
d-block,Mn-Re-O,Mn,Re,O,Mn3ReO6_1105243_POSCAR,-0.095633606204272,6.6985165485,-0.18517642887243,-0.089542822668158,5.0908725769,13.1290924351,35,local_max_drop
d-block,Mn-Rh-O,Mn,Rh,O,Mn_RhO2_2_554354_POSCAR,-0.06273818227148532,6.8602349461,-0.14797864117024,-0.08524045889875469,6.0686693754,12.9289043215,35,local_max_drop
d-block,Mn-Ta-O,Mn,Ta,O,Ta4Mn11O21_29747_POSCAR,-0.26131912495129755,6.81337815,-0.60077663273051,-0.3394575077792124,6.268307898,13.354221174,35,local_max_drop
d-block,Mn-Ta-O,Mn,Ta,O,Ta2Mn4O9_698762_POSCAR,-0.2426065373153643,5.8681235665,-0.63882814462686,-0.3962216073114957,5.3986736812,11.5015221904,35,local_max_drop
d-block,Mn-Ta-O,Mn,Ta,O,Ta9Mn11O34_675520_POSCAR,-0.11971461615617579,3.9834340892,-0.36391357035503,-0.24419895419885423,3.5238070789,7.5072411681,35,local_max_drop
d-block,Mn-Ta-O,Mn,Ta,O,Ta2Mn3O8_31909_POSCAR,-0.11474683817466044,11.3912778495,-0.35677983233145,-0.24203299415678955,10.4799756215,22.326904585,35,local_max_drop
d-block,Mn-Ta-O,Mn,Ta,O,Ta2Mn4O9_690508_POSCAR,-0.08802690211678696,7.1253594881,-0.22656618397401,-0.13853928185722303,6.555330729,13.9657045966,35,local_max_drop
d-block,Mn-Ta-O,Mn,Ta,O,Ta2Mn4O9_17993_POSCAR,-0.08694453042628422,6.6176195,-0.22932999231321,-0.14238546188692577,6.08820994,12.97053422,35,local_max_drop
d-block,Mn-Tc-O,Mn,Tc,O,Mn2TcO4_34263_POSCAR,-0.08192979826432076,6.7952084734,-0.17167903448387,-0.08974923621954925,4.8925501008,13.3186086078,35,local_max_drop
d-block,Mn-W-O,Mn,W,O,Mn3WO6_19158_POSCAR,-0.07065367305134676,7.7198505067,-0.16460227738164,-0.09394860433029323,7.1022624661,15.1309069931,35,local_max_drop
d-block,Mn-Y-O,Mn,Y,O,Y2Mn3O9_1350656_POSCAR,-0.28125577167284976,7.3455312,-0.44811854262831,-0.16686277095546023,5.7714888,12.8546796,35,local_max_drop
d-block,Mn-Y-O,Mn,Y,O,YMn2O5_510598_POSCAR,-0.16272973447136974,7.954998044,-0.28193576339438,-0.11920602892301026,7.102676825,13.921246577,35,local_max_drop
d-block,Mn-Y-O,Mn,Y,O,YMn3O6_1045064_POSCAR,-0.15675643917150367,8.4395114543,-0.29110938380198,-0.1343529446304763,6.2514899661,15.316150417,35,local_max_drop
d-block,Mn-Y-O,Mn,Y,O,YMnO3_19385_POSCAR,-0.15553251316796332,8.9000851955,-0.25828243550879,-0.10274992234082667,7.6724872375,15.0380749855,35,local_max_drop
d-block,Mn-Y-O,Mn,Y,O,YMnO3_20699_POSCAR,-0.13557398696709738,7.4707234,-0.21309328696624,-0.07751929999914263,6.67028875,13.07376595,35,local_max_drop
d-block,Mn-Y-O,Mn,Y,O,Y2Mn3O9_1343591_POSCAR,-0.12145322479525411,9.77013191,-0.21682384499343,-0.09537062019817588,8.7233320625,17.0977308425,35,local_max_drop
d-block,Mn-Y-O,Mn,Y,O,Y2Mn2O7_18831_POSCAR,-0.10545071242150338,8.7918313475,-0.18433711870022,-0.07888640627871661,7.5791649548,14.8551633113,35,local_max_drop
d-block,Mn-Y-O,Mn,Y,O,YMn2O4_1385844_POSCAR,-0.09231789082210023,7.1824519157,-0.15289334348061,-0.06057545265850977,6.1563873563,12.5692908525,35,local_max_drop
d-block,Mn-Y-O,Mn,Y,O,Y2Mn3O9_1336972_POSCAR,-0.086045063661809,8.481263504,-0.16480470371266,-0.07875964005085101,7.5725567,14.842211132,35,local_max_drop
d-block,Mn-Y-O,Mn,Y,O,YMn2O4_1385591_POSCAR,-0.06402263004701443,7.2042144219,-0.12810164274805,-0.06407901270103557,6.3729589117,13.5771733337,35,local_max_drop
d-block,Mn-Y-S,Mn,Y,S,Y6Mn11S20_1100893_POSCAR,-0.157988287709734,4.5739565215,-0.34536764004808,-0.18737935233834602,4.0657391302,8.3008840575,35,local_max_drop
d-block,Mn-Y-S,Mn,Y,S,Y6Mn11S20_1100884_POSCAR,-0.10599901589880839,4.2821193158,-0.30482111627784,-0.19882210037903159,3.7880286255,8.0701479412,35,local_max_drop
d-block,Mn-Zn-O,Mn,Zn,O,Mn2ZnO4_1332857_POSCAR,-0.1972240113583782,7.824073092,-0.4514558903982,-0.2542318790398218,7.2222213157,14.7453685196,35,local_max_drop
d-block,Mn-Zn-O,Mn,Zn,O,Mn2ZnO4_1041340_POSCAR,-0.15355822800340346,7.6871140912,-0.33836455302186,-0.18480632501845656,7.0957976226,14.4872534795,35,local_max_drop
d-block,Mn-Zn-O,Mn,Zn,O,Mn2ZnO4_1041069_POSCAR,-0.15246783582933232,8.0627250947,-0.33264397639324,-0.18017614056390768,7.442515472,15.1951357553,35,local_max_drop
d-block,Mn-Zn-O,Mn,Zn,O,Mn2ZnO4_1331108_POSCAR,-0.1513196649880938,8.206114273,-0.3361732441997,-0.18485357921160622,7.2943237982,14.8925777547,35,local_max_drop
d-block,Mn-Zn-O,Mn,Zn,O,Mn9Zn2O13_1045871_POSCAR,-0.14932444556756191,3.9647329137,-0.27181754005075,-0.12249309448318807,3.5072637314,7.4719966451,35,local_max_drop
d-block,Mn-Zn-O,Mn,Zn,O,Mn2ZnO4_1341462_POSCAR,-0.14319077268552657,3.9105963,-0.26862879811278,-0.12543802542725344,3.008151,7.36996995,35,local_max_drop
d-block,Mn-Zn-O,Mn,Zn,O,MnZn4O5_1221575_POSCAR,-0.13791781180545476,4.2420117567,-0.33004816455233,-0.19213035274687523,3.91570316,7.9945606183,35,local_max_drop
d-block,Mn-Zn-O,Mn,Zn,O,MnZn4O5_1176421_POSCAR,-0.13644334258925958,8.0382062833,-0.32965236073635,-0.19320901814709043,7.4198827231,15.1489272263,35,local_max_drop
d-block,Mn-Zn-O,Mn,Zn,O,Mn9Zn2O13_1045310_POSCAR,-0.13587746300835668,4.0902208678,-0.25521040172572,-0.11933293871736333,3.6182723061,7.708493174,35,local_max_drop
d-block,Mn-Zn-O,Mn,Zn,O,Mn4ZnO6_1042996_POSCAR,-0.13346116192468094,6.931390752,-0.2456909746867,-0.11222981276201908,6.131614896,13.063005648,35,local_max_drop
d-block,Mn-Zn-O,Mn,Zn,O,Mn2ZnO4_1041477_POSCAR,-0.13210558162616348,3.9213083,-0.25671407373948,-0.12460849211331654,3.016391,7.39015795,35,local_max_drop
d-block,Mn-Zn-O,Mn,Zn,O,Mn11ZnO16_861549_POSCAR,-0.12614178956121902,8.392204341,-0.24763111804902,-0.12148932848780099,7.459737192,15.230296767,35,local_max_drop
d-block,Mn-Zn-O,Mn,Zn,O,MnZn4O5_773099_POSCAR,-0.12294803513195765,8.1638073747,-0.31388257063512,-0.19093453550316233,7.535822192,15.3856369754,35,local_max_drop
d-block,Mn-Zn-O,Mn,Zn,O,Mn2ZnO4_1367059_POSCAR,-0.11228283600484046,6.9879375,-0.22130545079358,-0.10902261478873954,5.9526875,12.6818125,35,local_max_drop
d-block,Mn-Zn-O,Mn,Zn,O,Mn9Zn3O16_1221877_POSCAR,-0.11206281251872674,7.747229718,-0.2317361546813,-0.11967334216257325,6.886426416,14.059787266,35,local_max_drop
d-block,Mn-Zn-O,Mn,Zn,O,Mn2ZnO4_1378586_POSCAR,-0.108230607172907,8.2659663,-0.21861420764321,-0.11038360047030299,7.3475256,15.0011981,35,local_max_drop
d-block,Mn-Zn-O,Mn,Zn,O,Mn6Zn3O16_772816_POSCAR,-0.10517622958215125,11.6134158,-0.25532959428865,-0.15015336470649873,10.36912125,20.32347765,35,local_max_drop
d-block,Mn-Zn-O,Mn,Zn,O,Mn3ZnO7_1044337_POSCAR,-0.07880659854887564,7.7733026,-0.20821112910144,-0.12940453055256435,7.2180667,13.60327955,35,local_max_drop
d-block,Mn-Zn-O,Mn,Zn,O,MnZnO2_1442837_POSCAR,-0.07865392536222955,8.5570772169,-0.16111746405749,-0.08246353869526045,7.8988405079,16.1267993703,35,local_max_drop
d-block,Mn-Zn-O,Mn,Zn,O,Mn2ZnO4_1047660_POSCAR,-0.07638510183125176,6.714824857,-0.13913395562962,-0.06274885379836824,5.16524989,12.6548622305,35,local_max_drop
d-block,Mn-Zn-O,Mn,Zn,O,MnZnO2_1377379_POSCAR,-0.07306350649974781,4.0814654457,-0.14939863298343,-0.0763351264836822,3.7675065653,7.6919925708,35,local_max_drop
d-block,Mn-Zn-O,Mn,Zn,O,MnZnO2_1412672_POSCAR,-0.06897322192121892,7.6672985597,-0.14479273686922,-0.07581951494800108,7.0539146749,15.027905177,35,local_max_drop
d-block,Mn-Zn-O,Mn,Zn,O,Mn2Zn3O7_1378139_POSCAR,-0.0687611667978568,12.699557406,-0.18344071537919,-0.1146795485813332,11.288495472,23.047344922,35,local_max_drop
d-block,Mn-Zn-O,Mn,Zn,O,MnZnO2_1371409_POSCAR,-0.06764786910211427,3.754700313,-0.1437578797152,-0.07611001061308571,3.454324288,7.3592126135,35,local_max_drop
