block,chemsys,metal_1,metal_2,ligand,source,delta_E,dip_x,dip_y,baseline_y,left_anchor,right_anchor,n_points,dip_method
d-block,Cr-Nb-S,Cr,Nb,S,Nb4CrS8_5306_POSCAR,-0.10340126142112899,9.7154360439,-0.23392951038593,-0.130528248964801,8.3753759,16.4157367639,35,local_max_drop
d-block,Cr-Nb-S,Cr,Nb,S,Nb3CrS6_1189260_POSCAR,-0.0818395781431433,8.416256025,-0.18529186950041,-0.10345229135726669,7.255393125,14.220570525,35,local_max_drop
d-block,Cr-Ni-O,Cr,Ni,O,Cr3_NiO6_2_776211_POSCAR,-0.06470440267622873,7.3787854,-0.55444671274708,-0.4897423100708513,6.9447392,21.2682638,35,local_max_drop
d-block,Cr-Ni-S,Cr,Ni,S,Cr11NiS16_1226505_POSCAR,-0.08000823752532304,8.7801030886,-0.25551997961928,-0.17551174209395698,8.129725082,15.9342611607,35,local_max_drop
d-block,Cr-Ni-S,Cr,Ni,S,Cr11NiS16_1226263_POSCAR,-0.0712918758555669,9.3701018334,-0.25678132616205,-0.18548945030648312,9.0230610248,17.0049996236,35,local_max_drop
d-block,Cr-Y-O,Cr,Y,O,Y2Cr3O9_1365415_POSCAR,-0.2693689479804491,7.3558004083,-0.53987528773536,-0.2705063397549109,6.567678936,12.8726507146,35,local_max_drop
d-block,Cr-Y-O,Cr,Y,O,Y2Cr3O9_1659341_POSCAR,-0.2684504926739448,7.355818045,-0.53895314665771,-0.2705026539837652,6.5676946831,12.8726815788,35,local_max_drop
d-block,Cr-Y-O,Cr,Y,O,YCr3O6_1045038_POSCAR,-0.1422867548740069,8.3659803075,-0.33857631457401,-0.19628955970000309,7.7462780625,15.1827050025,35,local_max_drop
d-block,Cr-Y-O,Cr,Y,O,YCrO3_1336975_POSCAR,-0.13949069508841166,8.826045252,-0.26727906501672,-0.12778836992830833,7.6086597,14.912973012,35,local_max_drop
d-block,Cr-Y-O,Cr,Y,O,YCrO3_18725_POSCAR,-0.13816069984095575,7.3436102039,-0.24929582570175,-0.11113512586079426,5.7699794459,12.8513178568,35,local_max_drop
d-block,Cr-Y-O,Cr,Y,O,YCr2O2_1208171_POSCAR,-0.11252485192510814,7.8325062309,-0.27285702779416,-0.16033217586905185,6.9287555119,14.7612617428,35,local_max_drop
d-block,Cr-Y-O,Cr,Y,O,YCrO2_1207648_POSCAR,-0.108644925129712,8.0656933705,-0.20482619367851,-0.096181268548798,6.6750565825,13.6282405225,35,local_max_drop
d-block,Cr-Y-O,Cr,Y,O,Y2Cr2O7_2763860_POSCAR,-0.09919569538354721,8.8201065509,-0.19765025406511,-0.09845455868156279,7.6035401301,14.902938655,35,local_max_drop
d-block,Cr-Y-O,Cr,Y,O,Y2Cr2O7_1939204_POSCAR,-0.0941330407729975,8.6450610645,-0.19116388294544,-0.09703084217244251,7.7188045218,15.1288568628,35,local_max_drop
d-block,Cr-Y-O,Cr,Y,O,YCr2O4_1388764_POSCAR,-0.07444665408048336,6.980069708,-0.1655297246148,-0.09108307053431665,6.2045064071,12.6675339146,35,local_max_drop
d-block,Cr-Y-O,Cr,Y,O,Y2Cr3O9_1396182_POSCAR,-0.07306783803856864,5.285203,-0.13725272772693,-0.06418488968836136,3.96390225,9.24910525,35,local_max_drop
d-block,Cr-Y-O,Cr,Y,O,YCr2O4_1388393_POSCAR,-0.058876223382489073,7.1669590441,-0.14489403716823,-0.08601781378574092,6.6156545023,13.5069612755,35,local_max_drop
d-block,Cr-Y-S,Cr,Y,S,Y2CrS4_555795_POSCAR,-0.21923426351087294,10.528763,-0.50924482873869,-0.2900105652278171,9.024654,18.42533525,35,local_max_drop
d-block,Cr-Y-S,Cr,Y,S,Y3CrS6_1207827_POSCAR,-0.17254711714203305,5.276822236,-0.37384780063418,-0.20130068349214694,4.522990488,9.234438913,35,local_max_drop
d-block,Cr-Zn-O,Cr,Zn,O,ZnCr2O4_1365412_POSCAR,-0.1632745574444543,7.6758863167,-0.51343046629356,-0.35015590884910575,7.0854335232,14.4660934431,35,local_max_drop
d-block,Cr-Zn-O,Cr,Zn,O,ZnCr5O7_1046078_POSCAR,-0.15570232578611293,6.938546979,-0.31705261595956,-0.1613502901734471,5.33734383,13.0764923835,35,local_max_drop
d-block,Cr-Zn-O,Cr,Zn,O,ZnCr2O4_1048859_POSCAR,-0.12862781344378044,8.0955128835,-0.36610799278145,-0.23748017933766957,7.196011452,14.6918567145,35,local_max_drop
d-block,Cr-Zn-O,Cr,Zn,O,ZnCr2O4_1040929_POSCAR,-0.12433461935760332,7.806589687,-0.37553643580592,-0.2512018164483167,7.206082788,14.7124190255,35,local_max_drop
d-block,Cr-Zn-O,Cr,Zn,O,ZnCr2O4_1362371_POSCAR,-0.1204061633843283,7.7518866788,-0.38690755982125,-0.2665013964369217,7.1555877036,14.6093248948,35,local_max_drop
d-block,Cr-Zn-O,Cr,Zn,O,ZnCr2O4_1048271_POSCAR,-0.11603730451981889,3.9774402,-0.28819504533408,-0.17215774081426113,3.0935646,7.2183174,35,local_max_drop
d-block,Cr-Zn-O,Cr,Zn,O,Zn2Cr9O13_1046037_POSCAR,-0.11584068778791029,3.9972814797,-0.27171376889204,-0.15587308110412973,3.689798289,7.5333381733,35,local_max_drop
d-block,Cr-Zn-O,Cr,Zn,O,ZnCr4O6_1042605_POSCAR,-0.11348939286616899,6.847546433,-0.26828662445086,-0.154797231584691,6.0574449215,12.9049913545,35,local_max_drop
d-block,Cr-Zn-O,Cr,Zn,O,ZnCr2O4_1378442_POSCAR,-0.11331177681399052,6.90388515,-0.25702737094778,-0.14371559413378948,5.36968845,12.52927305,35,local_max_drop
d-block,Cr-Zn-O,Cr,Zn,O,ZnCr2O4_1041789_POSCAR,-0.09083357315643298,3.8226123,-0.28001197399281,-0.18917840083637705,3.5285652,7.20415395,35,local_max_drop
d-block,Cr-Zn-O,Cr,Zn,O,ZnCrO2_1444748_POSCAR,-0.07913463154253972,3.9301517636,-0.18883612073858,-0.10970148919604028,3.6278323971,7.4068244775,35,local_max_drop
d-block,Cr-Zn-O,Cr,Zn,O,ZnCrO2_1367483_POSCAR,-0.07392054000399886,3.8116776597,-0.17128534859312,-0.09736480858912114,3.5184716859,7.1835463587,35,local_max_drop
d-block,Cr-Zn-O,Cr,Zn,O,ZnCrO2_1046147_POSCAR,-0.06610740146741416,3.9819421528,-0.16413128583129,-0.09802388436387584,3.6756389103,7.5044294419,35,local_max_drop
d-block,Cr-Zn-O,Cr,Zn,O,ZnCrO2_1444696_POSCAR,-0.06453487852657543,3.8144555182,-0.17179295085529,-0.10725807232871458,3.521035863,7.1887815536,35,local_max_drop
d-block,Cu-Nb-O,Cu,Nb,O,Nb8Cu2O21_2646914_POSCAR,-0.11013794694216147,15.3004998627,-0.34055477351278,-0.23041682657061854,14.7728964192,25.8525687336,35,local_max_drop
d-block,Cu-Nb-O,Cu,Nb,O,Nb3CuO8_27383_POSCAR,-0.07257328931282048,7.6515495,-0.22994908807669,-0.15737579876386953,7.1414462,12.49753085,35,local_max_drop
d-block,Cu-Nb-S,Cu,Nb,S,Nb24_CuS8_5_690962_POSCAR,-0.3036173486410566,19.1910863835,-0.66474287279222,-0.3611255241511634,16.5440399858,32.4263183721,35,local_max_drop
d-block,Cu-Nb-S,Cu,Nb,S,Nb2CuS4_1237864_POSCAR,-0.09983893329590318,4.89503615,-0.27231572125773,-0.17247678796182683,4.21985875,8.27092315,35,local_max_drop
d-block,Cu-Nb-S,Cu,Nb,S,Nb2CuS4_1193370_POSCAR,-0.09352654577384148,4.88341585,-0.24163639904896,-0.14810985327511852,4.20984125,8.25128885,35,local_max_drop
d-block,Cu-Nb-S,Cu,Nb,S,Nb3_CuS3_2_1220938_POSCAR,-0.0803112113836695,4.9078095045,-0.20064572032733,-0.12033450894366049,4.2308702625,8.2925057145,35,local_max_drop
d-block,Cu-Nb-S,Cu,Nb,S,Nb2CuS4_1210558_POSCAR,-0.07278862545172388,5.14278315,-0.22755461837197,-0.15476599292024612,4.78810845,8.68953015,35,local_max_drop
d-block,Cu-Pd-S,Cu,Pd,S,Cu3Pd13S7_1225772_POSCAR,-0.15439130839568044,9.5581114379,-0.41002438032355,-0.25563307192786955,8.8228720966,18.0133638638,35,local_max_drop
d-block,Cu-Ta-S,Cu,Ta,S,Ta22_CuS12_3_686369_POSCAR,-0.14912039738281435,17.7206045788,-0.42724437401107,-0.27812397662825566,15.2763832576,29.9417111848,35,local_max_drop
d-block,Cu-Ta-S,Cu,Ta,S,Ta14_CuS8_3_676854_POSCAR,-0.08351410070986517,9.5747663171,-0.27524065357004,-0.19172655286017484,8.5842732498,16.1780534323,35,local_max_drop
d-block,Cu-Y-O,Cu,Y,O,Y4_Cu2O5_3_1335004_POSCAR,-0.20448394995997066,17.7859416,-0.48725231237829,-0.2827683624183193,15.880305,31.1253978,35,local_max_drop
d-block,Cu-Y-O,Cu,Y,O,Y4_Cu2O5_3_1338483_POSCAR,-0.1923213051915565,8.7954986,-0.44282208056423,-0.2505007753726735,7.85312375,15.39212255,35,local_max_drop
d-block,Cu-Y-O,Cu,Y,O,Y4Cu7O16_530641_POSCAR,-0.16137421494794618,8.6519746502,-0.37280697962031,-0.21143276467236383,7.7249773662,15.1409556378,35,local_max_drop
d-block,Cu-Y-O,Cu,Y,O,Y2Cu2O5_510475_POSCAR,-0.14454932747234336,8.7718246,-0.26625707571559,-0.12170774824324662,7.83198625,15.35069305,35,local_max_drop
d-block,Cu-Y-O,Cu,Y,O,Y2Cu2O5_2882_POSCAR,-0.14435745426760532,4.9604968,-0.27801000718471,-0.13365255291710465,4.429015,8.6808694,35,local_max_drop
d-block,Cu-Y-O,Cu,Y,O,Y6Cu11O24_867628_POSCAR,-0.12373743243234547,8.6790642044,-0.29051458770857,-0.16677715527622455,7.7491644682,15.1883623576,35,local_max_drop
d-block,Cu-Y-O,Cu,Y,O,YCuO3_1333124_POSCAR,-0.10570713889666314,8.9643993945,-0.20447867489017,-0.09877153599350685,7.7279305125,15.1467438045,35,local_max_drop
d-block,Cu-Y-O,Cu,Y,O,YCuO3_1340758_POSCAR,-0.09403245713093598,7.3668392,-0.17235293614758,-0.078320479016644,6.577535,12.8919686,35,local_max_drop
d-block,Cu-Y-O,Cu,Y,O,Y4Cu2O7_755210_POSCAR,-0.08160254422477983,8.4720711773,-0.13333941605347,-0.051736871828690155,7.5643492655,14.8261245603,35,local_max_drop
d-block,Cu-Y-O,Cu,Y,O,Y2CuO4_755924_POSCAR,-0.07707155887310978,9.5176549565,-0.12956393786672,-0.052492378993610214,8.2048749625,16.0815549265,35,local_max_drop
d-block,Cu-Y-S,Cu,Y,S,Y2_CuS2_3_1352540_POSCAR,-0.09320219709106622,8.7870314,-0.27081830398448,-0.17761610689341376,7.84556375,15.37730495,35,local_max_drop
d-block,Fe-Cd-O,Fe,Cd,O,Cd_FeO2_2_532027_POSCAR,-0.19113986768195435,7.7994091875,-0.57022524046633,-0.3790853727843757,7.48743282,15.2868420075,35,local_max_drop
d-block,Fe-Cd-O,Fe,Cd,O,Cd_FeO2_2_772600_POSCAR,-0.07987152497920696,3.9442611,-0.22140976802875,-0.14153824304954304,3.6408564,7.43341515,35,local_max_drop
d-block,Fe-Cd-O,Fe,Cd,O,Cd_FeO2_2_756539_POSCAR,-0.07477574409475402,3.8846158,-0.2178259003051,-0.14305015621034597,3.5857992,7.3210067,35,local_max_drop
d-block,Fe-Co-O,Fe,Co,O,Fe2CoO4_685218_POSCAR,-0.2411665499806342,6.8074708861,-0.62887745984994,-0.38771090986930584,6.0219934762,12.8294643623,35,local_max_drop
d-block,Fe-Co-O,Fe,Co,O,Fe2CoO4_532300_POSCAR,-0.1605096742164776,6.7703523972,-0.41951768689807,-0.2590080126815924,5.9891578898,12.759510287,35,local_max_drop
d-block,Fe-Co-O,Fe,Co,O,Fe19Co5O32_757738_POSCAR,-0.1565696290349468,10.1332111352,-0.4174183591286,-0.26084873009365317,8.9639944658,19.097205601,35,local_max_drop
d-block,Fe-Co-O,Fe,Co,O,Fe2CoO4_691111_POSCAR,-0.12230993484172753,7.7704224499,-0.31997214742479,-0.1976622125830625,6.8738352441,14.644257694,35,local_max_drop
d-block,Fe-Co-O,Fe,Co,O,Fe2CoO4_36738_POSCAR,-0.12001351143593578,7.8510991,-0.31483723075913,-0.19482371932319423,6.94520305,14.79630215,35,local_max_drop
d-block,Fe-Co-O,Fe,Co,O,Fe7_CoO6_2_1225378_POSCAR,-0.11577365266853284,7.649285656,-0.31148427602813,-0.19571062335959716,6.7666757726,14.4159614286,35,local_max_drop
d-block,Fe-Co-O,Fe,Co,O,FeCo3O8_1178259_POSCAR,-0.0962999647739067,10.852213596,-0.22005134226248,-0.12375137748857329,10.0483459222,19.6947580075,35,local_max_drop
d-block,Fe-Co-O,Fe,Co,O,FeCo3O8_776400_POSCAR,-0.09184662461613,10.7899267576,-0.21500979156218,-0.12316316694605,9.9906729237,19.5817189305,35,local_max_drop
d-block,Fe-Co-O,Fe,Co,O,FeCo9O20_771048_POSCAR,-0.063330566098629,6.6273276863,-0.13574495702895,-0.07241439093032101,6.1364145244,12.0273724678,35,local_max_drop
d-block,Fe-Co-O,Fe,Co,O,Fe3Co7O20_775826_POSCAR,-0.06024538894655876,3.9087657,-0.13476740097479,-0.07452201202823125,3.6192275,7.0936859,35,local_max_drop
d-block,Fe-Co-O,Fe,Co,O,Fe2Co3O10_778217_POSCAR,-0.0581587333005963,6.7725555367,-0.13344092393135,-0.07528219063075368,6.2708847562,12.2909341221,35,local_max_drop
d-block,Fe-Cu-O,Fe,Cu,O,Fe2CuO4_685418_POSCAR,-0.12265452110312719,6.8980939289,-0.36785122787131,-0.24519670676818284,6.367471319,13.000253943,35,local_max_drop
d-block,Fe-Cu-O,Fe,Cu,O,Fe13Cu5O24_763652_POSCAR,-0.09803995042578895,7.6188101875,-0.2838512806196,-0.18581133019381108,7.0327478654,14.3585268919,35,local_max_drop
d-block,Fe-Cu-O,Fe,Cu,O,Fe2CuO4_38090_POSCAR,-0.0924525337593719,7.8622401498,-0.27731250187559,-0.18485996811621808,7.257452446,14.8172987439,35,local_max_drop
d-block,Fe-Cu-O,Fe,Cu,O,Fe13Cu5O24_758556_POSCAR,-0.08412272183930042,7.7118050171,-0.27471830247019,-0.1905955806308896,7.140560201,13.995497994,35,local_max_drop
d-block,Fe-Cu-O,Fe,Cu,O,Fe9Cu3O16_705842_POSCAR,-0.06680136569473014,6.4333525699,-0.19106381783552,-0.12426245214078988,5.9384792953,12.1243952279,35,local_max_drop
d-block,Fe-Cu-O,Fe,Cu,O,Fe9Cu3O16_868046_POSCAR,-0.06047325173021642,7.9069826575,-0.18401341915059,-0.12354016742037358,7.3212802384,14.3497092673,35,local_max_drop
d-block,Fe-Cu-O,Fe,Cu,O,Fe9Cu3O16_861469_POSCAR,-0.05785044489427002,7.6141312,-0.18461641950004,-0.12676597460577,7.32128,14.3497088,35,local_max_drop
d-block,Fe-Nb-S,Fe,Nb,S,Nb2FeS4_1210649_POSCAR,-0.11754877812130587,4.8448821,-0.25692656109242,-0.13937778297111414,4.1766225,8.1861801,35,local_max_drop
d-block,Fe-Nb-S,Fe,Nb,S,Nb4FeS8_1193686_POSCAR,-0.09296577500238676,9.7583414425,-0.22254684180007,-0.12958106679768325,8.4123633125,16.4882320924,35,local_max_drop
d-block,Fe-Nb-S,Fe,Nb,S,Nb2FeS4_1193958_POSCAR,-0.07525033020353739,4.80819855,-0.25678452238084,-0.1815341921773026,4.47659865,8.12419755,35,local_max_drop
d-block,Fe-Nb-S,Fe,Nb,S,Nb3FeS6_22613_POSCAR,-0.07192854934979405,8.38989488,-0.18069698599472,-0.10876843664492596,7.52197472,14.17602928,35,local_max_drop
d-block,Fe-Ni-O,Fe,Ni,O,Fe2NiO4_699378_POSCAR,-0.22601080038084959,6.7359854806,-0.55929939487064,-0.33328859448979037,5.9587563867,12.6947418673,35,local_max_drop
d-block,Fe-Ni-O,Fe,Ni,O,Fe21Ni9O40_698680_POSCAR,-0.20446233681722709,12.8845812126,-0.53984397628007,-0.3353816394628429,11.8538147155,25.2537791766,35,local_max_drop
d-block,Fe-Ni-O,Fe,Ni,O,Fe13_NiO10_2_757258_POSCAR,-0.1937237254229479,7.8235794582,-0.52157983864193,-0.3278561132189821,6.9208587515,14.7444382098,35,local_max_drop
d-block,Fe-Ni-O,Fe,Ni,O,Fe14Ni11O32_685456_POSCAR,-0.18332562467869296,7.6170196834,-0.4612113863198,-0.27788576164110707,6.7381327969,14.3551524803,35,local_max_drop
d-block,Fe-Ni-O,Fe,Ni,O,Fe2NiO4_530214_POSCAR,-0.17840038026192084,7.6954943605,-0.44351543469639,-0.26511505443446914,6.8075527035,14.503047064,35,local_max_drop
d-block,Fe-Ni-O,Fe,Ni,O,Fe2NiO4_1326188_POSCAR,-0.17763067004657268,7.7774225166,-0.51065906762903,-0.33302839758245734,7.1791592461,14.6574501275,35,local_max_drop
d-block,Fe-Ni-O,Fe,Ni,O,Fe14Ni11O32_1365499_POSCAR,-0.16652868104857038,7.9099801223,-0.41822134422635,-0.2516926631777796,7.0310934421,14.3551491109,35,local_max_drop
d-block,Fe-Ni-O,Fe,Ni,O,Fe11_NiO3_8_36806_POSCAR,-0.14148249020179415,7.7237753104,-0.35736292856419,-0.21588043836239584,6.8325704669,14.5563457772,35,local_max_drop
d-block,Fe-Ni-O,Fe,Ni,O,Fe7_Ni3O8_2_754651_POSCAR,-0.12425370985361228,7.4833470986,-0.27134345285062,-0.14708974299700772,6.6198839718,14.1032310703,35,local_max_drop
d-block,Fe-Ni-O,Fe,Ni,O,Fe_NiO2_2_640147_POSCAR,-0.05986820523815432,6.5200766237,-0.12717665850901,-0.06730845327085568,6.018532268,12.2878367138,35,local_max_drop
d-block,Fe-Ni-S,Fe,Ni,S,FeNi35S32_1225604_POSCAR,-0.32779433054340157,13.2944069683,-0.72739057185948,-0.3995962413160784,12.3096360818,24.1268867203,35,local_max_drop
d-block,Fe-Ni-S,Fe,Ni,S,Fe6Ni9S20_530925_POSCAR,-0.14441881064999457,8.1464890717,-0.48784308001101,-0.34342426936101544,7.5645969951,14.2563558754,35,local_max_drop
d-block,Fe-Ni-S,Fe,Ni,S,Fe6Ni9S20_1333995_POSCAR,-0.1268518117517189,9.5398137144,-0.45166564822624,-0.3248138364745211,8.5529364336,16.1189955864,35,local_max_drop
d-block,Fe-Ni-S,Fe,Ni,S,Fe5Ni7S16_675307_POSCAR,-0.103274765424068,9.2074238721,-0.38387984861112,-0.280605083187052,8.5497507383,16.1129917761,35,local_max_drop
d-block,Fe-Ta-S,Fe,Ta,S,Ta9_FeS3_2_3652_POSCAR,-0.20119629440920667,15.055566746,-0.3951438606307,-0.19394756622149334,12.97893685,25.438716226,35,local_max_drop
d-block,Fe-Ta-S,Fe,Ta,S,Ta9_FeS3_2_615821_POSCAR,-0.10480721775535543,15.377757555,-0.19962436259655,-0.09481714484119458,12.8147979625,25.1170040065,35,local_max_drop
d-block,Fe-Y-O,Fe,Y,O,Y6Fe16O_504492_POSCAR,-0.3939728826567863,10.428754268,-0.54247169717843,-0.1484988145216437,7.7250031615,18.9262577456,35,local_max_drop
d-block,Fe-Y-O,Fe,Y,O,Y3Fe5O12_4704_POSCAR,-0.2885302493393791,14.3572278715,-0.58926135432374,-0.30073110498436095,12.3061953184,25.1251487751,35,local_max_drop
d-block,Fe-Y-O,Fe,Y,O,YFeO3_1376289_POSCAR,-0.11765701077469048,8.84512064,-0.22020269323999,-0.10254568246529952,7.625104,14.94520384,35,local_max_drop
d-block,Fe-Y-O,Fe,Y,O,YFeO3_20783_POSCAR,-0.10527199202152315,7.4027887228,-0.18358681435794,-0.07831482233641684,6.6096327882,12.9548802648,35,local_max_drop
d-block,Fe-Y-O,Fe,Y,O,Y_FeO2_3_1045059_POSCAR,-0.09023596601174799,8.152466218,-0.24587198332323,-0.155636017311482,7.525353432,15.364263257,35,local_max_drop
d-block,Fe-Y-O,Fe,Y,O,Y2Fe2O7_1379819_POSCAR,-0.08209692027873275,8.8572862233,-0.15676737029176,-0.07467045001302725,7.6355915718,14.9657594807,35,local_max_drop
d-block,Fe-Y-O,Fe,Y,O,YFeO3_1275986_POSCAR,-0.07533369071941978,5.1382557714,-0.14514029409778,-0.06980660337836023,4.4295308374,8.6818804413,35,local_max_drop
d-block,Fe-Y-O,Fe,Y,O,Y_FeO2_2_557783_POSCAR,-0.0569226395248298,4.6074662593,-0.14320153151174,-0.0862788919869102,4.2530457778,8.6833017964,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,Zn_Fe2O3_4_1100888_POSCAR,-0.30627710893901094,6.8372271965,-0.89030135776126,-0.584024248822249,6.3112866429,12.8855435626,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_530413_POSCAR,-0.22897491272064224,7.867151864,-0.58528416431823,-0.3563092515975878,7.261986336,14.826555436,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_531053_POSCAR,-0.22647962267100258,6.7705749253,-0.58690995131012,-0.36043032863911745,6.2497614695,12.7599296668,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,Zn11Fe25O48_1101180_POSCAR,-0.2256693538327847,12.8566517528,-0.58298123198591,-0.3573118781531253,11.8676785411,24.229843688,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_743547_POSCAR,-0.1944172379220428,6.784743844,-0.50352392263351,-0.3091066847114672,6.2628404714,12.7866326292,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,Zn9Fe21O40_776633_POSCAR,-0.1937564226701769,7.7959081242,-0.50213830315013,-0.3083818804799531,7.1962228839,14.6922883879,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_531960_POSCAR,-0.1912287037939175,6.8050404945,-0.48791098386821,-0.29668228007429254,6.2815758411,12.8248840089,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_1100838_POSCAR,-0.19100571400224597,7.805901385,-0.49071919395093,-0.299713479948684,7.2054474323,14.7111218409,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_677654_POSCAR,-0.18058548139107988,6.810078056,-0.48436851323264,-0.30378303184156014,6.2862258978,12.8343778748,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_532403_POSCAR,-0.17410670548893004,6.7815079295,-0.48259760533064,-0.30849089984170996,6.2598534733,12.7805341747,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,Zn9Fe15O32_766377_POSCAR,-0.1534158595052731,7.812703929,-0.40115924132047,-0.2477433818151969,7.2117267036,14.7239420199,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_530636_POSCAR,-0.153218001265165,6.8008552221,-0.39258557789095,-0.239367576625785,6.2777125127,12.8169963801,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_530392_POSCAR,-0.15249860777746585,6.8137757735,-0.38960880825227,-0.23711020047480416,6.2896391755,12.8413466501,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_1353844_POSCAR,-0.11472486117668693,7.8749069628,-0.29935678768627,-0.18463192650958307,7.2691448887,14.8411708145,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_34425_POSCAR,-0.11352383655586007,7.885722975,-0.29223383384518,-0.1787099972893199,7.2791289,14.8615548375,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_34140_POSCAR,-0.11335995622992762,7.88496995,-0.29067642950112,-0.17731647327119238,7.2784338,14.860135675,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,Zn2Fe7O12_757326_POSCAR,-0.10965609804739537,7.6815908538,-0.29400745584354,-0.18435135779614462,7.0906992496,14.4768443013,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,Zn_Fe2O3_2_1043611_POSCAR,-0.10446412170561656,6.595887,-0.20413464643351,-0.09967052472789345,5.2767096,12.92793852,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,ZnFe5O7_1046059_POSCAR,-0.09729789381915355,6.6556122875,-0.23701113370336,-0.13971323988420645,6.1231633045,13.0450000835,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,Zn2Fe9O13_1045954_POSCAR,-0.08693042276022411,6.5242861193,-0.21501236546718,-0.1280819427069559,6.0023432297,12.7876007938,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_1340255_POSCAR,-0.08357392188557493,7.78880475,-0.19104121127876,-0.10746728939318508,6.05795925,14.13523825,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_1042141_POSCAR,-0.08312718819238812,3.8349428,-0.22338553440687,-0.14025834621448188,3.3924494,7.2273922,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_1371352_POSCAR,-0.08083853766476864,3.797443,-0.22601947846464,-0.14518094079987134,3.3592765,7.1567195,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_1378434_POSCAR,-0.07935878816779704,3.7982048,-0.2245743824899,-0.14521559432210296,3.3599504,7.1581552,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_1376718_POSCAR,-0.07634546949210315,7.6657295,-0.1936418517212,-0.11729638222909684,6.78122225,14.44695175,35,local_max_drop
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_1810050_POSCAR,-0.07600076715090778,6.5742514656,-0.19330860125413,-0.11730783410322221,5.8156839888,12.3899354544,35,local_max_drop
d-block,Fe-Zr-O,Fe,Zr,O,Zr6Fe2O_1215351_POSCAR,-0.16849296986144136,8.3706968459,-0.23210193756663,-0.06360896770518865,7.1748830108,14.6487194803,35,local_max_drop
d-block,Fe-Zr-S,Fe,Zr,S,Zr6FeS2_1207526_POSCAR,-0.526448091126119,5.0141226635,-0.7703804259351,-0.243932334808981,4.149618756,8.4721382935,35,local_max_drop
d-block,Hf-Re-O,Hf,Re,O,Hf9Re4O3_1212448_POSCAR,-0.35731329580792615,12.1934616695,-0.56378969790222,-0.20647640209429383,10.5116048875,20.6027455794,35,local_max_drop
d-block,Hf-Re-S,Hf,Re,S,Hf9Re4S_1399219_POSCAR,-0.645394856917348,17.552238922,-1.3139133391373,-0.6685184822199519,14.525990832,29.657231282,35,local_max_drop
d-block,Hf-Re-S,Hf,Re,S,Hf9Re4S_1192774_POSCAR,-0.3443619697908929,12.4110517,-0.54743463511739,-0.2030726653264971,9.8432479,20.9703977,35,local_max_drop
d-block,Hf-W-O,Hf,W,O,Hf9W4O3_1212452_POSCAR,-0.337457877800983,12.5698171735,-0.5407371240249,-0.203279246223917,10.402607316,21.2386566035,35,local_max_drop
d-block,Hf-W-S,Hf,W,S,Hf9W4S_1193767_POSCAR,-0.3212614097832338,12.615791874,-0.52007269749974,-0.19881128771650622,10.440655344,21.316337994,35,local_max_drop
d-block,Mn-Ag-O,Mn,Ag,O,Mn3_AgO2_4_704268_POSCAR,-0.315894335438202,17.316800973,-1.4569536542589,-1.141059318820698,16.675437974,31.426786951,35,local_max_drop
d-block,Mn-Ag-O,Mn,Ag,O,Mn3_AgO2_4_705778_POSCAR,-0.11383347908659375,11.9995678482,-0.48348454348004,-0.36965106439344625,11.5551394094,21.7769935023,35,local_max_drop
d-block,Mn-Ag-O,Mn,Ag,O,Mn3_AgO2_4_31239_POSCAR,-0.10623250797559336,12.2509779699,-0.49843407224685,-0.39220156427125663,11.797238045,22.2332563157,35,local_max_drop
