chemsys,source,material_id,formula,crystal_system,space_group_symbol,space_group_number,energy_above_hull,formation_energy,predicted_stable,band_gap,is_metal,density,n_sites,cell_volume,volume_per_atom,sphere_volume_sum,packing_fraction,packing_percent
Cs-O,Cs7O_561735_POSCAR,mp-561735,Cs7O,Hexagonal,P-6m2,187,0.010467804755746,-0.448905838239943,False,0.0,True,2.097981564019763,24,2247.0604911087016,93.62752046286256,1281.4554423373463,0.5702807945793551,57.02807945793551
Cs-S,Cs2S_540703_POSCAR,mp-540703,Cs2S,Orthorhombic,Pnma,62,0.0,-1.192438348437498,True,2.0952,False,4.026382662216831,12,491.3935080242464,40.94945900202053,506.19339725324465,1.0301182025959286,103.01182025959285
Cs-S,Cs2S5_1193140_POSCAR,mp-1193140,Cs2S5,Orthorhombic,P2_12_12_1,19,0.0,-0.743681253794641,True,1.8661999999999992,False,3.046112503708791,28,929.2044401895766,33.18587286391345,583.7781694262981,0.6282558973859352,62.82558973859352
K-O,K2O_1974672_POSCAR,mp-1974672,K2O,Tetragonal,P4_2/mcm,132,0.071530355,-1.107875917083333,False,1.390399999999999,False,2.267417016147211,24,551.8742675814266,22.994761149226107,570.2903822530118,1.033370127497144,103.3370127497144
K-O,K2O_776016_POSCAR,mp-776016,K2O,Orthorhombic,Pbca,61,0.020421303749999,-1.213456732749999,False,1.7265,False,2.344254742699141,24,533.7854636907763,22.241060987115677,570.2903822530118,1.0683887461262582,106.83887461262583
K-O,K2O_776104_POSCAR,mp-776104,K2O,Tetragonal,P4_2/nmc,137,0.051067390416667,-1.182810646083332,False,1.169,False,2.1409947642857032,24,584.4615437466448,24.352564322776868,570.2903822530118,0.975753474894533,97.5753474894533
K-O,K2O_998915_POSCAR,mp-998915,K2O,Orthorhombic,Pnnm,58,0.02955435,-1.204323686499999,False,0.6523000000000001,False,2.043060108305046,6,153.11946775886938,25.519911293144897,142.57259556325286,0.93111997873304,93.11199787330399
K-O,K2O_998929_POSCAR,mp-998929,K2O,Trigonal,P3,143,0.059394456666666,-1.174483579833332,False,1.853399999999999,False,2.671810555265089,9,175.6293735872819,19.51437484303132,213.8588933448793,1.2176715601539092,121.76715601539092
K-O,K2O2_998917_POSCAR,mp-998917,K2O2,Hexagonal,P-62m,189,0.025785213749999,-1.259173639874999,False,2.083399999999999,False,2.549147948629754,12,215.34697519897512,17.94558126658126,217.47167463102508,1.009866400166925,100.9866400166925
K-S,K2S5_17146_POSCAR,mp-17146,K2S5,Orthorhombic,P2_12_12_1,19,0.0,-0.700578589866071,True,1.929899999999999,False,2.110672500110484,28,750.6127739044418,26.80759906801578,377.3091146279614,0.5026681236256119,50.26681236256118
