block,chemsys,metal_1,metal_2,ligand,source,delta_E,dip_x,dip_y,baseline_y,left_anchor,right_anchor,n_points,dip_method,material_id,formula,crystal_system,space_group_symbol,space_group_number,energy_above_hull,formation_energy,predicted_stable,band_gap,is_metal,density,n_sites,cell_volume,volume_per_atom,sphere_volume_sum,packing_fraction,packing_percent
s-block,Na-Be-O,Na,Be,O,Na2Be2O3_754663_POSCAR,-0.077718663086918,8.4998528,-0.13325407355239,-0.0555354104654719,6.9061304,13.0153996,35,local_max_drop,mp-754663,Na2Be2O3,Monoclinic,P2_1/c,14,0.035103297642853,-2.404590689679803,False,4.267200000000001,False,2.872202646620022,14,129.50608984272463,9.250434988766045,98.69252164915343,0.7620685773851102,76.20685773851102
s-block,Na-Be-O,Na,Be,O,NaBeO2_753443_POSCAR,-0.0647095327774445,11.899259923,-0.11592804695159,-0.0512185141741454,9.6681486874,18.2207417571,35,local_max_drop,mp-753443,NaBeO2,Monoclinic,C2/c,15,0.122918147083333,-2.077557951594827,False,2.8764000000000003,False,2.709553938249347,16,156.89039619111068,9.805649761944418,101.10104250658398,0.6444055529277343,64.44055529277342
s-block,Na-Be-O,Na,Be,O,Na2Be2O3_755789_POSCAR,-0.057107620045655,10.903197,-0.093349126037952,-0.0362415059922969,9.8128773,17.8085551,35,local_max_drop,mp-755789,Na2Be2O3,Monoclinic,P2_1/c,14,0.095560400499996,-2.34413358682266,False,3.0523,False,1.891965247181159,14,196.60389337301544,14.043135240929674,98.69252164915343,0.5019866084844244,50.198660848442444
s-block,Na-K-S,Na,K,S,KNaS_28383_POSCAR,-0.1010713229012991,7.416370912,-0.14630294377628,-0.0452316208749808,6.489324548,11.356317959,35,local_max_drop,mp-28383,KNaS,Orthorhombic,Pnma,62,0.0,-1.285839426354165,True,2.4851,False,2.096890130118769,12,298.2413766636039,24.853448055300323,236.20333286345996,0.7919871330592783,79.19871330592782
s-block,Na-Mg-O,Na,Mg,O,Na6MgO4_753816_POSCAR,-0.1737583390490534,12.4191259665,-0.26852160452034,-0.0947632654712866,10.9137773645,18.4405203745,35,local_max_drop,mp-753816,Na6MgO4,Hexagonal,P6_3mc,186,0.010878314999999,-1.7080550043887142,False,2.098999999999999,False,2.631876116057763,22,285.4863682322958,12.97665310146799,263.0474881061479,0.9214012204327399,92.14012204327399
s-block,Na-Mg-O,Na,Mg,O,Na6MgO4_755084_POSCAR,-0.1408560049251295,12.506278905,-0.22421497698379,-0.0833589720586604,11.034951975,18.0237548925,35,local_max_drop,mp-755084,Na6MgO4,Tetragonal,P4_2/nmc,137,0.019263853636362,-1.69966946575235,False,2.319,False,2.563423919636553,22,293.10983191963146,13.323174178165067,263.0474881061479,0.8974365901798667,89.74365901798666
s-block,Na-Mg-O,Na,Mg,O,Na4MgO3_754369_POSCAR,-0.115570912953621,9.24127321,-0.18079704871819,-0.0652261357645689,8.0488508603,14.6071737836,35,local_max_drop,mp-754369,Na4MgO3,Monoclinic,Cc,9,0.070125490624999,-1.758755816314655,False,1.658999999999999,False,2.189288940893069,16,249.18038335712282,15.573773959820176,183.99590213434308,0.7384044428194093,73.84044428194093
s-block,Rb-Be-O,Rb,Be,O,Rb2Be2O3_755752_POSCAR,-0.0951328837128353,9.3672343625,-0.16494605249468,-0.0698131687818446,8.2966932925,13.1141281075,35,local_max_drop,mp-755752,Rb2Be2O3,Orthorhombic,Pnma,62,0.0,-2.3777233978571437,True,2.455,False,3.573784982178108,28,440.40510599716845,15.72875378561316,400.9168178740822,0.9103364434577192,91.03364434577192
s-block,Rb-Be-O,Rb,Be,O,Rb2Be2O3_1345479_POSCAR,-0.074320818346162,14.0185822,-0.13423482886429,-0.0599140105181279,12.8819404,18.5651494,35,local_max_drop,mp-1345479,Rb2Be2O3,Tetragonal,P4_12_12,92,0.031245933214285,-2.346477464642857,False,3.6315,False,3.708310170957122,28,424.4286700216904,15.158166786488943,400.9168178740822,0.9446035251426191,94.46035251426191
s-block,Rb-Be-O,Rb,Be,O,Rb2Be2O3_771976_POSCAR,-0.074320818346162,14.0185822,-0.13423482886429,-0.0599140105181279,12.8819404,18.5651494,35,local_max_drop,mp-771976,Rb2Be2O3,Tetragonal,P4_32_12,96,0.031250121071428,-2.346473276785715,False,3.9127,False,3.708310170957122,28,424.4286700216904,15.158166786488943,400.9168178740822,0.9446035251426191,94.46035251426191
s-block,Rb-Cs-O,Rb,Cs,O,Cs11Rb7O3_572722_POSCAR,-0.2947398697226531,15.4960287,-0.46649056736128,-0.1717506976386268,10.48260765,22.33251195,35,local_max_drop,mp-572722,Cs11Rb7O3,Orthorhombic,P2_12_12_1,19,0.008909219794744,-0.516089229343186,False,0.0,True,2.127047032411553,84,6583.404737593901,78.37386592373691,3940.6984151153156,0.5985806086951233,59.85806086951233
s-block,Rb-Cs-O,Rb,Cs,O,CsRbO_754171_POSCAR,-0.0813441923487838,9.0721512,-0.10633092361193,-0.0249867312631461,8.3161386,12.3482058,35,local_max_drop,mp-754171,CsRbO,Orthorhombic,Pnma,62,0.064482956666668,-1.092224502385057,False,1.253599999999999,False,4.337845361616444,12,358.87396822976444,29.906164019147038,426.62459622211367,1.1887866883367053,118.87866883367053
s-block,Rb-Mg-O,Rb,Mg,O,Rb2MgO2_778256_POSCAR,-0.196385547747716,11.0318916,-0.30970005558905,-0.113314507841334,9.734022,15.8989026,35,local_max_drop,mp-778256,Rb2MgO2,Monoclinic,P2_1/c,14,0.021852682749999,-1.879201735749999,False,1.8309,False,3.333140571903006,40,905.6681361364797,22.64170340341199,826.8408138017048,0.9129622439064192,91.29622439064192
s-block,Rb-Mg-O,Rb,Mg,O,Rb2MgO2_756372_POSCAR,-0.0889948964657171,10.1456658,-0.14400283998191,-0.0550079435161928,9.0183696,13.80937845,35,local_max_drop,mp-756372,Rb2MgO2,Orthorhombic,Pbcn,60,0.0032647055,-1.897789712999999,False,2.6062000000000003,False,3.752263942353041,20,402.25304719274567,20.112652359637284,413.4204069008522,1.0277620263812581,102.77620263812581
s-block,Rb-Mg-O,Rb,Mg,O,Rb2MgO2_1541753_POSCAR,-0.0863639753520125,19.706438466,-0.14382464208546,-0.0574606667334474,18.0642352605,26.8226523565,35,local_max_drop,mp-1541753,Rb2MgO2,Orthorhombic,Ibam,72,0.0,-1.9010544184999991,True,2.311099999999999,False,3.974967516491585,20,379.71621111892205,18.985810555946102,413.4204069008522,1.088761540316156,108.87615403161558
