chemsys,source,material_id,formula,crystal_system,space_group_symbol,space_group_number,energy_above_hull,formation_energy,predicted_stable,band_gap,is_metal,density,n_sites,cell_volume,volume_per_atom,sphere_volume_sum,packing_fraction,packing_percent
Na-Be-O,Na2Be2O3_754663_POSCAR,mp-754663,Na2Be2O3,Monoclinic,P2_1/c,14,0.035103297642853,-2.404590689679803,False,4.267200000000001,False,2.872202646620022,14,129.50608984272463,9.250434988766045,98.69252164915343,0.7620685773851102,76.20685773851102
Na-Be-O,Na2Be2O3_755789_POSCAR,mp-755789,Na2Be2O3,Monoclinic,P2_1/c,14,0.095560400499996,-2.34413358682266,False,3.0523,False,1.891965247181159,14,196.60389337301544,14.043135240929674,98.69252164915343,0.5019866084844244,50.198660848442444
Na-Be-O,Na2BeO2_28588_POSCAR,mp-28588,Na2BeO2,Monoclinic,P2_1/c,14,0.0,-2.171202476301724,True,2.725,False,2.496288066967429,40,462.9310525571902,11.573276313929755,355.48821524191624,0.7679074740789817,76.79074740789818
Na-Be-O,Na6Be8O11_28559_POSCAR,mp-28559,Na6Be8O11,Triclinic,P-1,2,0.0,-2.547090591731034,True,3.6417,False,2.50154612767694,25,256.248330235273,10.24993320941092,157.85925031240433,0.6160401129929968,61.60401129929968
Na-Be-O,Na6BeO4_755546_POSCAR,mp-755546,Na6BeO4,Hexagonal,P6_3mc,186,0.034635468977272,-1.729950394388714,False,1.9848,False,2.621223760425118,22,267.27062453457876,12.148664751571761,246.97522575408865,0.924064237078683,92.4064237078683
Na-Be-O,NaBeO2_753443_POSCAR,mp-753443,NaBeO2,Monoclinic,C2/c,15,0.122918147083333,-2.077557951594827,False,2.8764000000000003,False,2.709553938249347,16,156.89039619111068,9.805649761944418,101.10104250658398,0.6444055529277343,64.44055529277342
Na-K-S,KNaS_28383_POSCAR,mp-28383,KNaS,Orthorhombic,Pnma,62,0.0,-1.285839426354165,True,2.4851,False,2.096890130118769,12,298.2413766636039,24.853448055300323,236.20333286345996,0.7919871330592783,79.19871330592782
Na-Mg-O,Na4MgO3_754369_POSCAR,mp-754369,Na4MgO3,Monoclinic,Cc,9,0.070125490624999,-1.758755816314655,False,1.658999999999999,False,2.189288940893069,16,249.18038335712282,15.573773959820176,183.99590213434308,0.7384044428194093,73.84044428194093
Na-Mg-O,Na6MgO4_753816_POSCAR,mp-753816,Na6MgO4,Hexagonal,P6_3mc,186,0.010878314999999,-1.7080550043887142,False,2.098999999999999,False,2.631876116057763,22,285.4863682322958,12.97665310146799,263.0474881061479,0.9214012204327399,92.14012204327399
Na-Mg-O,Na6MgO4_755084_POSCAR,mp-755084,Na6MgO4,Tetragonal,P4_2/nmc,137,0.019263853636362,-1.69966946575235,False,2.319,False,2.563423919636553,22,293.10983191963146,13.323174178165067,263.0474881061479,0.8974365901798667,89.74365901798666
