chemsys,source,material_id,formula,crystal_system,space_group_symbol,space_group_number,energy_above_hull,formation_energy,predicted_stable,band_gap,is_metal,density,n_sites,cell_volume,volume_per_atom,sphere_volume_sum,packing_fraction,packing_percent
Co-Nb-S,Nb2CoS4_1210385_POSCAR,mp-1210385,Nb2CoS4,,,,,,,,,,28,443.96934945007825,15.856048194645652,258.91354592030285,0.5831788753908476,58.31788753908476
Co-Nb-S,Nb3CoS6_7116_POSCAR,mp-7116,Nb3CoS6,,,,,,,,,,20,352.5636597480232,17.62818298740116,185.80600404553735,0.527014055215823,52.7014055215823
Co-Nb-S,Nb4CoS8_1094100_POSCAR,mp-1094100,Nb4CoS8,,,,,,,,,,26,468.887213020733,18.0341235777205,242.15523513092327,0.5164466601059043,51.644666010590434
Co-Ni-O,Co_NiO2_2_754168_POSCAR,mp-754168,Co(NiO2)2,,,,,,,,,,14,134.01256943473106,9.572326388195076,58.33818596074427,0.43531876305943873,43.531876305943875
Co-Ni-O,Co_NiO2_2_863417_POSCAR,mp-863417,Co(NiO2)2,,,,,,,,,,28,281.2980125589943,10.046357591392653,116.67637192148868,0.41477851499935187,41.477851499935184
Co-Ni-O,Co2NiO4_1096547_POSCAR,mp-1096547,Co2NiO4,,,,,,,,,,14,135.2905515810948,9.663610827221058,59.12360087930254,0.43701204694891893,43.70120469489189
Co-Ni-O,Co2NiO4_1153924_POSCAR,mp-1153924,Co2NiO4,,,,,,,,,,14,135.31024799701865,9.66501771407276,59.12360087930254,0.4369484333559513,43.69484333559513
Co-Ni-O,Co2NiO4_1304693_POSCAR,mp-1304693,Co2NiO4,,,,,,,,,,14,145.47727157868135,10.391233684191524,59.12360087930254,0.4064112574954745,40.64112574954745
Co-Ni-O,Co2NiO4_38683_POSCAR,mp-38683,Co2NiO4,,,,,,,,,,14,138.0247935220176,9.858913823001258,59.12360087930254,0.4283549308108271,42.83549308108271
Co-Ni-O,Co3NiO8_752738_POSCAR,mp-752738,Co3NiO8,,,,,,,,,,24,266.9645556804423,11.123523153351762,85.51599509840435,0.3203271493492468,32.03271493492468
Co-Ni-O,Co3NiO8_753483_POSCAR,mp-753483,Co3NiO8,,,,,,,,,,24,252.89263992498212,10.537193330207588,85.51599509840435,0.3381513796675607,33.81513796675607
Co-Ni-O,Co3NiO8_773140_POSCAR,mp-773140,Co3NiO8,,,,,,,,,,24,231.06657445547222,9.627773935644676,85.51599509840435,0.3700924519261601,37.00924519261601
Co-Ni-S,Co3_Ni3S4_2_1226487_POSCAR,mp-1226487,Co3(Ni3S4)2,,,,,,,,,,17,244.45118501439504,14.379481471435001,111.84853988306001,0.4575495916555838,45.754959165558375
Co-Rh-S,Co8RhS8_1188878_POSCAR,mp-1188878,Co8RhS8,,,,,,,,,,17,242.706058449,14.276826967588235,117.81934197192746,0.48544046541254726,48.54404654125473
Co-Ru-O,Co2RuO4_754049_POSCAR,mp-754049,Co2RuO4,,,,,,,,,,28,312.24884255562034,11.151744376986441,138.44574918801487,0.4433827458090698,44.338274580906976
Co-Ru-O,Co5RuO8_1329603_POSCAR,mp-1329603,Co5RuO8,,,,,,,,,,70,768.0019342154656,10.971456203078079,322.8297259796703,0.4203501470467642,42.03501470467642
Co-Ru-O,Co5RuO8_530751_POSCAR,mp-530751,Co5RuO8,,,,,,,,,,70,768.0019049335003,10.97145578476429,322.8297259796703,0.4203501630736495,42.03501630736495
Co-Ru-O,Co7_RuO6_2_675115_POSCAR,mp-675115,Co7(RuO6)2,,,,,,,,,,42,424.03670761121464,10.0961120859813,198.35476498587548,0.4677773443325111,46.77773443325111
Co-Ru-O,Co7_RuO6_2_690550_POSCAR,mp-690550,Co7(RuO6)2,,,,,,,,,,42,443.6789811487876,10.563785265447324,198.35476498587548,0.4470682033940149,44.70682033940149
