block,chemsys,metal_1,metal_2,ligand,source,delta_E,dip_x,dip_y,baseline_y,left_anchor,right_anchor,n_points,dip_method,material_id,formula,crystal_system,space_group_symbol,space_group_number,energy_above_hull,formation_energy,predicted_stable,band_gap,is_metal,density,n_sites,cell_volume,volume_per_atom,sphere_volume_sum,packing_fraction,packing_percent
d-block,Cu-Y-O,Cu,Y,O,YCuO3_1333124_POSCAR,-0.1057071388966631,8.9643993945,-0.20447867489017,-0.0987715359935068,7.7279305125,15.1467438045,35,local_max_drop,mp-1333124,YCuO3,,,,,,,,,,30,365.10076537685745,12.170025512561915,251.86666038298665,0.689855196887932,68.98551968879319
d-block,Cu-Y-O,Cu,Y,O,YCuO3_1340758_POSCAR,-0.0940324571309359,7.3668392,-0.17235293614758,-0.078320479016644,6.577535,12.8919686,35,local_max_drop,mp-1340758,YCuO3,,,,,,,,,,20,223.45319909981657,11.172659954990829,167.9111069219911,0.7514374714634772,75.14374714634772
d-block,Cu-Y-O,Cu,Y,O,Y4Cu2O7_755210_POSCAR,-0.0816025442247798,8.4720711773,-0.13333941605347,-0.0517368718286901,7.5643492655,14.8261245603,35,local_max_drop,mp-755210,Y4Cu2O7,,,,,,,,,,13,176.92835479508267,13.60987344577559,142.6216379189705,0.8060982542009957,80.60982542009957
d-block,Cu-Y-O,Cu,Y,O,Y2CuO4_755924_POSCAR,-0.0770715588731097,9.5176549565,-0.12956393786672,-0.0524923789936102,8.2048749625,16.0815549265,35,local_max_drop,mp-755924,Y2CuO4,,,,,,,,,,14,180.95706907973067,12.925504934266476,143.82589834768575,0.7948067410636236,79.48067410636236
d-block,Cu-Y-S,Cu,Y,S,Y2_CuS2_3_1352540_POSCAR,-0.0932021970910662,8.7870314,-0.27081830398448,-0.1776161068934137,7.84556375,15.37730495,35,local_max_drop,mp-1352540,Y2(CuS2)3,,,,,,,,,,44,975.6328000832947,22.173472729165788,461.83345553328434,0.4733681109264216,47.336811092642165
d-block,Fe-Cd-O,Fe,Cd,O,Cd_FeO2_2_532027_POSCAR,-0.1911398676819543,7.7994091875,-0.57022524046633,-0.3790853727843757,7.48743282,15.2868420075,35,local_max_drop,mp-532027,Cd(FeO2)2,,,,,,,,,,84,1036.696282909226,12.341622415586025,439.1144292618503,0.42357094985388266,42.357094985388265
d-block,Fe-Cd-O,Fe,Cd,O,Cd_FeO2_2_772600_POSCAR,-0.0798715249792069,3.9442611,-0.22140976802875,-0.141538243049543,3.6408564,7.43341515,35,local_max_drop,mp-772600,Cd(FeO2)2,,,,,,,,,,28,309.2095959663847,11.04319985594231,146.3714764206169,0.473373007597505,47.3373007597505
d-block,Fe-Cd-O,Fe,Cd,O,Cd_FeO2_2_756539_POSCAR,-0.074775744094754,3.8846158,-0.2178259003051,-0.1430501562103459,3.5857992,7.3210067,35,local_max_drop,mp-756539,Cd(FeO2)2,,,,,,,,,,28,298.1480220118558,10.648143643280564,146.3714764206169,0.49093559445045204,49.0935594450452
d-block,Fe-Co-O,Fe,Co,O,Fe2CoO4_685218_POSCAR,-0.2411665499806342,6.8074708861,-0.62887745984994,-0.3877109098693058,6.0219934762,12.8294643623,35,local_max_drop,mp-685218,Fe2CoO4,,,,,,,,,,84,931.9485829579212,11.0946259875943,389.5723676279416,0.4180191640953773,41.80191640953773
d-block,Fe-Co-O,Fe,Co,O,Fe2CoO4_532300_POSCAR,-0.1605096742164776,6.7703523972,-0.41951768689807,-0.2590080126815924,5.9891578898,12.759510287,35,local_max_drop,mp-532300,Fe2CoO4,,,,,,,,,,56,619.6217469474325,11.064674052632723,259.71491175196087,0.4191507367703713,41.91507367703713
d-block,Fe-Co-O,Fe,Co,O,Fe19Co5O32_757738_POSCAR,-0.1565696290349468,10.1332111352,-0.4174183591286,-0.2608487300936531,8.9639944658,19.097205601,35,local_max_drop,mp-757738,Fe19Co5O32,,,,,,,,,,56,619.4228315312523,11.061121991629506,263.479695857058,0.4253632291946998,42.53632291946998
d-block,Fe-Co-O,Fe,Co,O,Fe2CoO4_691111_POSCAR,-0.1223099348417275,7.7704224499,-0.31997214742479,-0.1976622125830625,6.8738352441,14.644257694,35,local_max_drop,mp-691111,Fe2CoO4,,,,,,,,,,42,454.3251610606381,10.817265739539002,194.78618381397064,0.42873739010895945,42.873739010895946
d-block,Fe-Co-O,Fe,Co,O,Fe2CoO4_36738_POSCAR,-0.1200135114359357,7.8510991,-0.31483723075913,-0.1948237193231942,6.94520305,14.79630215,35,local_max_drop,mp-36738,Fe2CoO4,,,,,,,,,,42,465.25584362615103,11.077520086336929,194.78618381397064,0.41866466909008454,41.86646690900845
d-block,Fe-Co-O,Fe,Co,O,Fe7_CoO6_2_1225378_POSCAR,-0.1157736526685328,7.649285656,-0.31148427602813,-0.1957106233595971,6.7666757726,14.4159614286,35,local_max_drop,mp-1225378,Fe7(CoO6)2,,,,,,,,,,42,465.8810024025324,11.092404819107914,197.2960398840354,0.42349020214730043,42.34902021473005
d-block,Fe-Co-O,Fe,Co,O,FeCo3O8_1178259_POSCAR,-0.0962999647739067,10.852213596,-0.22005134226248,-0.1237513774885732,10.0483459222,19.6947580075,35,local_max_drop,mp-1178259,FeCo3O8,,,,,,,,,,48,531.9672616297142,11.08265128395238,177.6225321740542,0.33389748765722294,33.389748765722295
d-block,Fe-Co-O,Fe,Co,O,FeCo3O8_776400_POSCAR,-0.09184662461613,10.7899267576,-0.21500979156218,-0.12316316694605,9.9906729237,19.5817189305,35,local_max_drop,mp-776400,FeCo3O8,,,,,,,,,,48,512.2728939011297,10.672351956273536,177.6225321740542,0.3467342002451059,34.673420024510584
d-block,Fe-Co-O,Fe,Co,O,FeCo9O20_771048_POSCAR,-0.063330566098629,6.6273276863,-0.13574495702895,-0.072414390930321,6.1364145244,12.0273724678,35,local_max_drop,mp-771048,FeCo9O20,,,,,,,,,,30,338.5207603629729,11.28402534543243,109.13169055623564,0.32237813255299647,32.23781325529965
d-block,Fe-Co-O,Fe,Co,O,Fe3Co7O20_775826_POSCAR,-0.0602453889465587,3.9087657,-0.13476740097479,-0.0745220120282312,3.6192275,7.0936859,35,local_max_drop,mp-775826,Fe3Co7O20,,,,,,,,,,30,341.95594753248787,11.398531584416263,111.64154662630037,0.3264793241114596,32.64793241114596
d-block,Fe-Co-O,Fe,Co,O,Fe2Co3O10_778217_POSCAR,-0.0581587333005963,6.7725555367,-0.13344092393135,-0.0752821906307536,6.2708847562,12.2909341221,35,local_max_drop,mp-778217,Fe2Co3O10,,,,,,,,,,30,343.24509742307555,11.441503247435852,112.89647466133272,0.3289092124225718,32.89092124225718
d-block,Fe-Cu-O,Fe,Cu,O,Fe2CuO4_685418_POSCAR,-0.1226545211031271,6.8980939289,-0.36785122787131,-0.2451967067681828,6.367471319,13.000253943,35,local_max_drop,mp-685418,Fe2CuO4,,,,,,,,,,56,617.3657533748088,11.024388453121587,269.7543360322199,0.4369441203332336,43.69441203332336
d-block,Fe-Cu-O,Fe,Cu,O,Fe13Cu5O24_763652_POSCAR,-0.0980399504257889,7.6188101875,-0.2838512806196,-0.185811330193811,7.0327478654,14.3585268919,35,local_max_drop,mp-763652,Fe13Cu5O24,,,,,,,,,,42,462.9200598863776,11.021906187770895,202.3157520241649,0.4370425253851015,43.704252538510154
d-block,Fe-Cu-O,Fe,Cu,O,Fe2CuO4_38090_POSCAR,-0.0924525337593719,7.8622401498,-0.27731250187559,-0.184859968116218,7.257452446,14.8172987439,35,local_max_drop,mp-38090,Fe2CuO4,,,,,,,,,,42,461.8509734745452,10.996451749393932,202.3157520241649,0.43805418553548964,43.80541855354896
d-block,Fe-Cu-O,Fe,Cu,O,Fe13Cu5O24_758556_POSCAR,-0.0841227218393004,7.7118050171,-0.27471830247019,-0.1905955806308896,7.140560201,13.995497994,35,local_max_drop,mp-758556,Fe13Cu5O24,,,,,,,,,,42,429.8483109625657,10.234483594346802,202.3157520241649,0.47066778410997184,47.06677841099719
d-block,Fe-Cu-O,Fe,Cu,O,Fe9Cu3O16_705842_POSCAR,-0.0668013656947301,6.4333525699,-0.19106381783552,-0.1242624521407898,5.9384792953,12.1243952279,35,local_max_drop,mp-705842,Fe9Cu3O16,,,,,,,,,,28,310.58087398195653,11.092174070784163,134.87716801611006,0.4342739019529769,43.42739019529769
d-block,Fe-Cu-O,Fe,Cu,O,Fe9Cu3O16_868046_POSCAR,-0.0604732517302164,7.9069826575,-0.18401341915059,-0.1235401674203735,7.3212802384,14.3497092673,35,local_max_drop,mp-868046,Fe9Cu3O16,,,,,,,,,,28,287.1535775958783,10.25548491413851,134.87716801611006,0.469703944298154,46.9703944298154
d-block,Fe-Cu-O,Fe,Cu,O,Fe9Cu3O16_861469_POSCAR,-0.05785044489427,7.6141312,-0.18461641950004,-0.12676597460577,7.32128,14.3497088,35,local_max_drop,mp-861469,Fe9Cu3O16,,,,,,,,,,28,287.162011853736,10.255786137633427,134.87716801611006,0.46969014858695457,46.96901485869546
d-block,Fe-Nb-S,Fe,Nb,S,Nb2FeS4_1210649_POSCAR,-0.1175487781213058,4.8448821,-0.25692656109242,-0.1393777829711141,4.1766225,8.1861801,35,local_max_drop,mp-1210649,Nb2FeS4,,,,,,,,,,28,547.0814240409819,19.538622287177926,263.93325806043237,0.48243871289013296,48.2438712890133
d-block,Fe-Nb-S,Fe,Nb,S,Nb4FeS8_1193686_POSCAR,-0.0929657750023867,9.7583414425,-0.22254684180007,-0.1295810667976832,8.4123633125,16.4882320924,35,local_max_drop,mp-1193686,Nb4FeS8,,,,,,,,,,26,475.2034303999582,18.27705501538301,244.66509120098803,0.5148638994357931,51.48638994357931
d-block,Fe-Nb-S,Fe,Nb,S,Nb2FeS4_1193958_POSCAR,-0.0752503302035373,4.80819855,-0.25678452238084,-0.1815341921773026,4.47659865,8.12419755,35,local_max_drop,mp-1193958,Nb2FeS4,,,,,,,,,,28,477.0771802995553,17.03847072498412,263.93325806043237,0.5532296847539626,55.32296847539626
d-block,Fe-Nb-S,Fe,Nb,S,Nb3FeS6_22613_POSCAR,-0.071928549349794,8.38989488,-0.18069698599472,-0.1087684366449259,7.52197472,14.17602928,35,local_max_drop,mp-22613,Nb3FeS6,,,,,,,,,,20,341.58808073878663,17.07940403693933,188.31586011560208,0.5512951731463012,55.129517314630114
d-block,Fe-Ni-O,Fe,Ni,O,Fe2NiO4_699378_POSCAR,-0.2260108003808495,6.7359854806,-0.55929939487064,-0.3332885944897903,5.9587563867,12.6947418673,35,local_max_drop,mp-699378,Fe2NiO4,,,,,,,,,,70,758.4291586000455,10.834702265714936,320.71656509715973,0.4228695079302565,42.28695079302565
d-block,Fe-Ni-O,Fe,Ni,O,Fe21Ni9O40_698680_POSCAR,-0.204462336817227,12.8845812126,-0.53984397628007,-0.3353816394628429,11.8538147155,25.2537791766,35,local_max_drop,mp-698680,Fe21Ni9O40,,,,,,,,,,70,780.5162117427582,11.150231596325117,322.3642005914713,0.4130140998246373,41.30140998246373
d-block,Fe-Ni-O,Fe,Ni,O,Fe13_NiO10_2_757258_POSCAR,-0.1937237254229479,7.8235794582,-0.52157983864193,-0.3278561132189821,6.9208587515,14.7444382098,35,local_max_drop,mp-757258,Fe13(NiO10)2,,,,,,,,,,70,785.2428032500667,11.21775433214381,330.6023780630288,0.4210193034494401,42.10193034494401
d-block,Fe-Ni-O,Fe,Ni,O,Fe14Ni11O32_685456_POSCAR,-0.1833256246786929,7.6170196834,-0.4612113863198,-0.277885761641107,6.7381327969,14.3551524803,35,local_max_drop,mp-685456,Fe14Ni11O32,,,,,,,,,,57,619.7096113831703,10.872098445318779,261.2644290245154,0.42159170073444924,42.159170073444926
d-block,Fe-Ni-O,Fe,Ni,O,Fe2NiO4_530214_POSCAR,-0.1784003802619208,7.6954943605,-0.44351543469639,-0.2651150544344691,6.8075527035,14.503047064,35,local_max_drop,mp-530214,Fe2NiO4,,,,,,,,,,56,611.7245584763098,10.923652829934102,256.5732520777278,0.41942611020359105,41.9426110203591
d-block,Fe-Ni-O,Fe,Ni,O,Fe2NiO4_1326188_POSCAR,-0.1776306700465726,7.7774225166,-0.51065906762903,-0.3330283975824573,7.1791592461,14.6574501275,35,local_max_drop,mp-1326188,Fe2NiO4,,,,,,,,,,70,758.4292782024617,10.834703974320881,320.71656509715973,0.42286944124478393,42.286944124478396
d-block,Fe-Ni-O,Fe,Ni,O,Fe14Ni11O32_1365499_POSCAR,-0.1665286810485703,7.9099801223,-0.41822134422635,-0.2516926631777796,7.0310934421,14.3551491109,35,local_max_drop,mp-1365499,Fe14Ni11O32,,,,,,,,,,57,619.7096116063054,10.872098449233428,261.2644290245154,0.4215917005826493,42.15917005826493
d-block,Fe-Ni-O,Fe,Ni,O,Fe11_NiO3_8_36806_POSCAR,-0.1414824902017941,7.7237753104,-0.35736292856419,-0.2158804383623958,6.8325704669,14.5563457772,35,local_max_drop,mp-36806,Fe11(NiO3)8,,,,,,,,,,43,463.2619144478638,10.773532894136366,198.76875149939497,0.4290634418680768,42.90634418680768
d-block,Fe-Ni-O,Fe,Ni,O,Fe7_Ni3O8_2_754651_POSCAR,-0.1242537098536122,7.4833470986,-0.27134345285062,-0.1470897429970077,6.6198839718,14.1032310703,35,local_max_drop,mp-754651,Fe7(Ni3O8)2,,,,,,,,,,29,305.08970634694276,10.520334701618715,134.6254384799632,0.4412650957383317,44.126509573833175
d-block,Fe-Ni-O,Fe,Ni,O,Fe_NiO2_2_640147_POSCAR,-0.0598682052381543,6.5200766237,-0.12717665850901,-0.0673084532708556,6.018532268,12.2878367138,35,local_max_drop,mp-640147,Fe(NiO2)2,,,,,,,,,,14,137.35932892725648,9.811380637661177,60.848042030809,0.4429844154453699,44.298441544536985
d-block,Fe-Ni-S,Fe,Ni,S,FeNi35S32_1225604_POSCAR,-0.3277943305434015,13.2944069683,-0.72739057185948,-0.3995962413160784,12.3096360818,24.1268867203,35,local_max_drop,mp-1225604,FeNi35S32,,,,,,,,,,68,968.6813636970512,14.245314172015458,444.3293055152013,0.4586950076332453,45.86950076332453
d-block,Fe-Ni-S,Fe,Ni,S,Fe6Ni9S20_530925_POSCAR,-0.1444188106499945,8.1464890717,-0.48784308001101,-0.3434242693610154,7.5645969951,14.2563558754,35,local_max_drop,mp-530925,Fe6Ni9S20,,,,,,,,,,70,1033.7344224235314,14.76763460605045,453.3269944266907,0.4385333259618959,43.853332596189595
d-block,Fe-Ni-S,Fe,Ni,S,Fe6Ni9S20_1333995_POSCAR,-0.1268518117517189,9.5398137144,-0.45166564822624,-0.3248138364745211,8.5529364336,16.1189955864,35,local_max_drop,mp-1333995,Fe6Ni9S20,,,,,,,,,,70,1033.7343953489617,14.767634219270882,453.3269944266907,0.4385333374475359,43.85333374475359
d-block,Fe-Ni-S,Fe,Ni,S,Fe5Ni7S16_675307_POSCAR,-0.103274765424068,9.2074238721,-0.38387984861112,-0.280605083187052,8.5497507383,16.1129917761,35,local_max_drop,mp-675307,Fe5Ni7S16,,,,,,,,,,56,842.3381105307514,15.041751973763416,363.32064973907717,0.43132400777895635,43.13240077789563
d-block,Fe-Ta-S,Fe,Ta,S,Ta9_FeS3_2_3652_POSCAR,-0.2011962944092066,15.055566746,-0.3951438606307,-0.1939475662214933,12.97893685,25.438716226,35,local_max_drop,mp-3652,Ta9(FeS3)2,,,,,,,,,,34,613.4610175906158,18.042971105606348,467.1563858187581,0.7615094886607906,76.15094886607906
d-block,Fe-Ta-S,Fe,Ta,S,Ta9_FeS3_2_615821_POSCAR,-0.1048072177553554,15.377757555,-0.19962436259655,-0.0948171448411945,12.8147979625,25.1170040065,35,local_max_drop,mp-615821,Ta9(FeS3)2,,,,,,,,,,17,299.6428784285069,17.62605167226511,233.5781929093791,0.7795219233455253,77.95219233455254
d-block,Fe-Y-O,Fe,Y,O,Y6Fe16O_504492_POSCAR,-0.3939728826567863,10.428754268,-0.54247169717843,-0.1484988145216437,7.7250031615,18.9262577456,35,local_max_drop,mp-504492,Y6Fe16O,,,,,,,,,,23,423.45073443992897,18.410901497388217,327.73506739204856,0.7739626849992896,77.39626849992895
d-block,Fe-Y-O,Fe,Y,O,Y3Fe5O12_4704_POSCAR,-0.2885302493393791,14.3572278715,-0.58926135432374,-0.3007311049843609,12.3061953184,25.1251487751,35,local_max_drop,mp-4704,Y3Fe5O12,,,,,,,,,,80,990.6826701404029,12.383533376755036,595.2571133483359,0.600855482072755,60.085548207275494
d-block,Fe-Y-O,Fe,Y,O,YFeO3_1376289_POSCAR,-0.1176570107746904,8.84512064,-0.22020269323999,-0.1025456824652995,7.625104,14.94520384,35,local_max_drop,mp-1376289,YFeO3,,,,,,,,,,30,376.5719108421803,12.552397028072676,251.86666038298665,0.6688408060487095,66.88408060487096
d-block,Fe-Y-O,Fe,Y,O,YFeO3_20783_POSCAR,-0.1052719920215231,7.4027887228,-0.18358681435794,-0.0783148223364168,6.6096327882,12.9548802648,35,local_max_drop,mp-20783,YFeO3,,,,,,,,,,20,226.55587763986915,11.327793881993458,167.9111069219911,0.7411465492363029,74.11465492363028
d-block,Fe-Y-O,Fe,Y,O,Y_FeO2_3_1045059_POSCAR,-0.0902359660117479,8.152466218,-0.24587198332323,-0.155636017311482,7.525353432,15.364263257,35,local_max_drop,mp-1045059,Y(FeO2)3,,,,,,,,,,40,515.2418829183557,12.881047072958893,259.43489950435145,0.5035205950938989,50.35205950938989
d-block,Fe-Y-O,Fe,Y,O,Y2Fe2O7_1379819_POSCAR,-0.0820969202787327,8.8572862233,-0.15676737029176,-0.0746704500130272,7.6355915718,14.9657594807,35,local_max_drop,mp-1379819,Y2Fe2O7,,,,,,,,,,22,248.1317823546938,11.27871737975881,170.3196277794216,0.6864079488856327,68.64079488856328
d-block,Fe-Y-O,Fe,Y,O,YFeO3_1275986_POSCAR,-0.0753336907194197,5.1382557714,-0.14514029409778,-0.0698066033783602,4.4295308374,8.6818804413,35,local_max_drop,mp-1275986,YFeO3,,,,,,,,,,20,252.68252202526202,12.634126101263101,167.9111069219911,0.6645141325018282,66.45141325018282
d-block,Fe-Y-O,Fe,Y,O,Y_FeO2_2_557783_POSCAR,-0.0569226395248298,4.6074662593,-0.14320153151174,-0.0862788919869102,4.2530457778,8.6833017964,35,local_max_drop,mp-557783,Y(FeO2)2,,,,,,,,,,21,273.67939082454376,13.032351944025894,158.44836176680556,0.5789561329021922,57.89561329021922
d-block,Fe-Zn-O,Fe,Zn,O,Zn_Fe2O3_4_1100888_POSCAR,-0.3062771089390109,6.8372271965,-0.89030135776126,-0.584024248822249,6.3112866429,12.8855435626,35,local_max_drop,mp-1100888,Zn(Fe2O3)4,,,,,,,,,,126,1425.9320466441543,11.316921005112336,594.7799933888508,0.4171166464689744,41.71166464689744
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_530413_POSCAR,-0.2289749127206422,7.867151864,-0.58528416431823,-0.3563092515975878,7.261986336,14.826555436,35,local_max_drop,mp-530413,Zn(FeO2)2,,,,,,,,,,84,939.0457500603219,11.17911607214669,380.2969786810354,0.40498237562611417,40.498237562611415
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_531053_POSCAR,-0.2264796226710025,6.7705749253,-0.58690995131012,-0.3604303286391174,6.2497614695,12.7599296668,35,local_max_drop,mp-531053,Zn(FeO2)2,,,,,,,,,,84,926.3976288513539,11.028543200611356,380.2969786810354,0.41051160628786143,41.05116062878614
d-block,Fe-Zn-O,Fe,Zn,O,Zn11Fe25O48_1101180_POSCAR,-0.2256693538327847,12.8566517528,-0.58298123198591,-0.3573118781531253,11.8676785411,24.229843688,35,local_max_drop,mp-1101180,Zn11Fe25O48,,,,,,,,,,84,940.75572984578,11.199472974354524,382.32485579497654,0.4064018359554949,40.64018359554949
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_743547_POSCAR,-0.1944172379220428,6.784743844,-0.50352392263351,-0.3091066847114672,6.2628404714,12.7866326292,35,local_max_drop,mp-743547,Zn(FeO2)2,,,,,,,,,,70,767.9384330657211,10.970549043796016,316.9141489008629,0.41268171412608673,41.26817141260867
d-block,Fe-Zn-O,Fe,Zn,O,Zn9Fe21O40_776633_POSCAR,-0.1937564226701769,7.7959081242,-0.50213830315013,-0.3083818804799531,7.1962228839,14.6922883879,35,local_max_drop,mp-776633,Zn9Fe21O40,,,,,,,,,,70,784.0500504979822,11.200715007114031,318.9420260148041,0.4067878393888643,40.67878393888643
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_531960_POSCAR,-0.1912287037939175,6.8050404945,-0.48791098386821,-0.2966822800742925,6.2815758411,12.8248840089,35,local_max_drop,mp-531960,Zn(FeO2)2,,,,,,,,,,70,780.2623785050399,11.146605407214857,316.9141489008629,0.4061635645025731,40.616356450257314
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_1100838_POSCAR,-0.1910057140022459,7.805901385,-0.49071919395093,-0.299713479948684,7.2054474323,14.7111218409,35,local_max_drop,mp-1100838,Zn(FeO2)2,,,,,,,,,,70,784.254473619439,11.203635337420556,316.9141489008629,0.4040960677447741,40.40960677447741
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_677654_POSCAR,-0.1805854813910798,6.810078056,-0.48436851323264,-0.3037830318415601,6.2862258978,12.8343778748,35,local_max_drop,mp-677654,Zn(FeO2)2,,,,,,,,,,77,939.2204156962463,12.197667736314887,348.60556379094913,0.37116480643420324,37.116480643420324
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_532403_POSCAR,-0.17410670548893,6.7815079295,-0.48259760533064,-0.3084908998417099,6.2598534733,12.7805341747,35,local_max_drop,mp-532403,Zn(FeO2)2,,,,,,,,,,70,758.1463259223048,10.830661798890068,316.9141489008629,0.4180118508327909,41.801185083279094
d-block,Fe-Zn-O,Fe,Zn,O,Zn9Fe15O32_766377_POSCAR,-0.1534158595052731,7.812703929,-0.40115924132047,-0.2477433818151969,7.2117267036,14.7239420199,35,local_max_drop,mp-766377,Zn9Fe15O32,,,,,,,,,,56,620.3597121739427,11.07785200310612,251.5034420067492,0.4054154985748496,40.54154985748496
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_530636_POSCAR,-0.153218001265165,6.8008552221,-0.39258557789095,-0.239367576625785,6.2777125127,12.8169963801,35,local_max_drop,mp-530636,Zn(FeO2)2,,,,,,,,,,56,623.5033996476053,11.133989279421524,253.53131912069037,0.40662379589908,40.662379589908
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_530392_POSCAR,-0.1524986077774658,6.8137757735,-0.38960880825227,-0.2371102004748041,6.2896391755,12.8413466501,35,local_max_drop,mp-530392,Zn(FeO2)2,,,,,,,,,,56,626.1885899638427,11.181939106497191,253.53131912069037,0.4048801322542938,40.488013225429384
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_1353844_POSCAR,-0.1147248611766869,7.8749069628,-0.29935678768627,-0.184631926509583,7.2691448887,14.8411708145,35,local_max_drop,mp-1353844,Zn(FeO2)2,,,,,,,,,,42,468.6185251550379,11.157583932262806,190.14848934051778,0.4057639191229348,40.57639191229348
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_34425_POSCAR,-0.11352383655586,7.885722975,-0.29223383384518,-0.1787099972893199,7.2791289,14.8615548375,35,local_max_drop,mp-34425,Zn(FeO2)2,,,,,,,,,,42,473.32199834576414,11.269571389184861,190.14848934051778,0.4017317809125223,40.17317809125223
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_34140_POSCAR,-0.1133599562299276,7.88496995,-0.29067642950112,-0.1773164732711923,7.2784338,14.860135675,35,local_max_drop,mp-34140,Zn(FeO2)2,,,,,,,,,,42,473.11012484383764,11.264526781996134,190.14848934051778,0.40191168896096074,40.19116889609607
d-block,Fe-Zn-O,Fe,Zn,O,Zn2Fe7O12_757326_POSCAR,-0.1096560980473953,7.6815908538,-0.29400745584354,-0.1843513577961446,7.0906992496,14.4768443013,35,local_max_drop,mp-757326,Zn2Fe7O12,,,,,,,,,,42,472.4997370142605,11.249993738434775,194.20424356840016,0.4110145008663547,41.101450086635474
d-block,Fe-Zn-O,Fe,Zn,O,Zn_Fe2O3_2_1043611_POSCAR,-0.1044641217056165,6.595887,-0.20413464643351,-0.0996705247278934,5.2767096,12.92793852,35,local_max_drop,mp-1043611,Zn(Fe2O3)2,,,,,,,,,,22,231.73006557468855,10.53318479884948,106.73620521392237,0.4606057696881823,46.06057696881823
d-block,Fe-Zn-O,Fe,Zn,O,ZnFe5O7_1046059_POSCAR,-0.0972978938191535,6.6556122875,-0.23701113370336,-0.1397132398842064,6.1231633045,13.0450000835,35,local_max_drop,mp-1046059,ZnFe5O7,,,,,,,,,,26,279.0132513682416,10.731278898778523,128.41289293079723,0.46023940548012876,46.023940548012874
d-block,Fe-Zn-O,Fe,Zn,O,Zn2Fe9O13_1045954_POSCAR,-0.0869304227602241,6.5242861193,-0.21501236546718,-0.1280819427069559,6.0023432297,12.7876007938,35,local_max_drop,mp-1045954,Zn2Fe9O13,,,,,,,,,,24,257.41988234408575,10.725828431003572,117.5745490723598,0.45674229978553593,45.67422997855359
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_1340255_POSCAR,-0.0835739218855749,7.78880475,-0.19104121127876,-0.107467289393185,6.05795925,14.13523825,35,local_max_drop,mp-1340255,Zn(FeO2)2,,,,,,,,,,28,293.35172248148723,10.476847231481687,126.7656595603454,0.4321285673321564,43.21285673321564
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_1042141_POSCAR,-0.0831271881923881,3.8349428,-0.22338553440687,-0.1402583462144818,3.3924494,7.2273922,35,local_max_drop,mp-1042141,Zn(FeO2)2,,,,,,,,,,28,289.2263445129309,10.329512304033246,126.7656595603454,0.43829223016950275,43.82922301695027
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_1371352_POSCAR,-0.0808385376647686,3.797443,-0.22601947846464,-0.1451809407998713,3.3592765,7.1567195,35,local_max_drop,mp-1371352,Zn(FeO2)2,,,,,,,,,,28,275.2349765775327,9.82982059205474,126.7656595603454,0.46057249386193466,46.05724938619347
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_1378434_POSCAR,-0.079358788167797,3.7982048,-0.2245743824899,-0.1452155943221029,3.3599504,7.1581552,35,local_max_drop,mp-1378434,Zn(FeO2)2,,,,,,,,,,28,274.28329025862814,9.795831794951004,126.7656595603454,0.46217055162498266,46.21705516249827
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_1376718_POSCAR,-0.0763454694921031,7.6657295,-0.1936418517212,-0.1172963822290968,6.78122225,14.44695175,35,local_max_drop,mp-1376718,Zn(FeO2)2,,,,,,,,,,28,305.13879771407227,10.89781420407401,126.7656595603454,0.41543605896727065,41.543605896727065
d-block,Fe-Zn-O,Fe,Zn,O,Zn_FeO2_2_1810050_POSCAR,-0.0760007671509077,6.5742514656,-0.19330860125413,-0.1173078341032222,5.8156839888,12.3899354544,35,local_max_drop,mp-1810050,Zn(FeO2)2,,,,,,,,,,28,305.13737118852976,10.897763256733205,126.7656595603454,0.41543800114219037,41.54380011421904
d-block,Fe-Zr-O,Fe,Zr,O,Zr6Fe2O_1215351_POSCAR,-0.1684929698614413,8.3706968459,-0.23210193756663,-0.0636089677051886,7.1748830108,14.6487194803,35,local_max_drop,mp-1215351,Zr6Fe2O,,,,,,,,,,9,174.56378066030337,19.395975628922596,155.16821231082193,0.8888912220157243,88.88912220157243
