block,chemsys,ligand,source,delta_E,dip_x,dip_y,baseline_y,left_anchor,right_anchor,n_points,dip_method,material_id,formula,crystal_system,space_group_symbol,space_group_number,energy_above_hull,formation_energy,predicted_stable,band_gap,is_metal,density,n_sites,cell_volume,volume_per_atom,sphere_volume_sum,packing_fraction,packing_percent
d-block,Co-O,O,CoO2_1359404_POSCAR,-0.0751092504931749,7.6587476265,-0.1689489031644,-0.093839652671225,7.0914329875,13.8992086555,35,local_max_drop,mp-1359404,CoO2,Trigonal,P3m1,156,0.083427535555556,-0.989005124444444,False,0.0,True,4.668607847408153,36,388.1143209297573,10.780953359159925,129.45211502544387,0.3335411966127184,33.35411966127184
d-block,Co-O,O,CoO2_1356781_POSCAR,-0.070898439215934,7.63163937,-0.16654330117843,-0.095644861962496,7.06633275,13.85001219,35,local_max_drop,mp-1356781,CoO2,Trigonal,P3m1,156,0.1039418925,-0.9684907675,False,0.0,True,4.678551619777537,36,387.2894233839163,10.75803953844212,129.45211502544387,0.3342516144498974,33.42516144498974
d-block,Co-O,O,Co2O3_1043418_POSCAR,-0.0707625900929623,6.695793312,-0.14459592567031,-0.0738333355773476,6.180732288,12.618995088,35,local_max_drop,mp-1043418,Co2O3,Orthorhombic,Cmcm,63,0.300602043428572,-0.929350249999999,False,0.151899999999999,False,4.870760585879938,20,226.18613791865013,11.309306895932506,81.48436830210153,0.3602535904804569,36.025359048045694
d-block,Co-O,O,Co3O4_1271793_POSCAR,-0.0546946402142028,6.5807666898,-0.11750007019985,-0.0628054299856471,6.0745538675,12.4022141462,35,local_max_drop,mp-1271793,Co3O4,Trigonal,R-3m,166,0.0,-1.290338224285714,True,0.0,True,5.524739582189392,14,144.750038065255,10.3392884332325,59.90901579786082,0.413879102199981,41.3879102199981
d-block,Co-O,O,CoO_19275_POSCAR,-0.0541295013170569,4.6241660534,-0.10077043686479,-0.046640935547733,4.4314924678,9.4410056923,35,local_max_drop,mp-19275,CoO,Tetragonal,I4/mmm,139,0.131636747499999,-1.140194398750001,False,0.0,True,6.244491165818308,8,79.70449336651158,9.963061670813948,38.33366329362019,0.48094733025084824,48.09473302508482
d-block,Co-S,S,Co2S3_684732_POSCAR,-0.0882133689004489,8.9754723879,-0.27861598196128,-0.190402613060831,8.3343672173,15.7070766788,35,local_max_drop,mp-684732,Co2S3,Tetragonal,I4_1/amd,141,0.025580784999998,-0.469395581687501,False,0.0,True,4.717072073132108,40,602.8439596849447,15.071098992123618,250.44364457461648,0.41543693115130836,41.543693115130836
d-block,Co-S,S,Co3S_1183733_POSCAR,-0.0743776709351193,6.958500048,-0.1416250117928,-0.0672473408576806,6.4430556,12.628388976,35,local_max_drop,mp-1183733,Co3S,Hexagonal,P6_3/mmc,194,0.489732716718748,0.256451934765625,False,0.0,True,7.684714069798743,8,90.26433513589336,11.28304189198667,59.97302888977039,0.6644155612455431,66.44155612455431
d-block,Cr-O,O,Cr2O3_1245208_POSCAR,-0.2536050290405825,13.7587520257,-0.62820538956521,-0.3746003605246275,12.739585209,24.9695870097,35,local_max_drop,mp-1245208,Cr2O3,Triclinic,P1,1,0.3635256815,-2.003062087499999,False,0.274799999999999,False,4.398181746984658,80,918.1466762387288,11.47683345298411,417.78832652995555,0.4550344050053782,45.50344050053782
d-block,Cr-O,O,Cr2O3_1245247_POSCAR,-0.2517772343700338,13.6163371276,-0.6057048467918,-0.3539276124217662,12.6077195626,24.7111303428,35,local_max_drop,mp-1245247,Cr2O3,Triclinic,P1,1,0.370496932249999,-1.9960908367499992,False,0.7144,False,4.298574205239804,80,939.4221818386156,11.742777272982696,417.78832652995555,0.4447290415394171,44.47290415394171
d-block,Cr-O,O,Cr2O3_1245257_POSCAR,-0.2312367078188573,13.2928737664,-0.59865597608984,-0.3674192682709826,12.3082164503,24.1241042427,35,local_max_drop,mp-1245257,Cr2O3,Triclinic,P1,1,0.363245682,-2.003342087,False,0.6132000000000001,False,4.262878245697064,80,947.2885973938786,11.841107467423482,417.78832652995555,0.44103595005719354,44.103595005719356
d-block,Cr-O,O,Cr2O3_1245064_POSCAR,-0.2303642342509936,14.1830061744,-0.59242419339894,-0.3620599591479463,13.1324131244,25.7395297239,35,local_max_drop,mp-1245064,Cr2O3,Triclinic,P1,1,0.361666594250001,-2.004921174749999,False,0.768899999999999,False,4.249568342111131,80,950.2555626525003,11.878194533156254,417.78832652995555,0.439658911718191,43.9658911718191
d-block,Cr-O,O,Cr2O3_1244912_POSCAR,-0.2149914922612057,13.4011938194,-0.58837731004567,-0.3733858177844642,12.4085127957,24.3206850796,35,local_max_drop,mp-1244912,Cr2O3,Triclinic,P1,1,0.423322692375,-1.943265076625,False,0.523899999999999,False,4.282364478386051,80,942.9781085465381,11.787226356831727,417.78832652995555,0.44305198895223,44.305198895223
d-block,Cr-O,O,Cr2O3_1244988_POSCAR,-0.2119824152366922,13.7776409009,-0.5684113847102,-0.3564289694735078,12.7570749083,25.0038668202,35,local_max_drop,mp-1244988,Cr2O3,Triclinic,P1,1,0.407002784499999,-1.9595849845,False,0.3521,False,4.134061006106509,80,976.8060872348984,12.21007609043623,417.78832652995555,0.4277085615965121,42.77085615965121
d-block,Cr-O,O,Cr2O3_1245327_POSCAR,-0.2092457943312902,13.538344552,-0.53606810373723,-0.3268223094059398,12.5355042148,24.5695882611,35,local_max_drop,mp-1245327,Cr2O3,Triclinic,P1,1,0.461242135125001,-1.9053456338749992,False,0.3509,False,3.892824899917584,80,1037.3381949698146,12.966727437122682,417.78832652995555,0.40275035524177605,40.2750355241776
d-block,Cr-O,O,Cr2O3_1245091_POSCAR,-0.2040053360143489,13.7378450548,-0.56837456719815,-0.3643692311838011,12.7202269026,24.931644729,35,local_max_drop,mp-1245091,Cr2O3,Triclinic,P1,1,0.460927050249999,-1.9056607187499992,False,0.467999999999999,False,4.196064788212092,80,962.372165329018,12.029652066612725,417.78832652995555,0.4341234520089441,43.41234520089441
d-block,Cr-O,O,Cr2O3_776873_POSCAR,-0.1566445703211001,8.861329175,-0.36777093448897,-0.2111263641678699,8.2049344213,16.0816714658,35,local_max_drop,mp-776873,Cr2O3,Cubic,Ia-3,206,0.04655777275,-2.320029996249999,False,1.831,False,5.049216185988026,40,399.88146734025344,9.997036683506336,208.89416326497772,0.5223902089146648,52.23902089146648
d-block,Cr-O,O,CrO_754983_POSCAR,-0.0962257404641377,7.196225,-0.21050040890763,-0.1142746684434922,6.908376,14.104601,35,local_max_drop,mp-754983,CrO,Tetragonal,P4_2/m,84,0.162787062916667,-1.8093694112499992,False,0.340899999999999,False,4.68569784213594,16,192.77245423325286,12.048278389578304,99.63003991762795,0.5168271593257642,51.682715932576414
d-block,Cr-O,O,Cr3O_714896_POSCAR,-0.0961254440733636,6.006081655,-0.16874525404604,-0.0726198099726763,5.5255951226,11.7719200438,35,local_max_drop,mp-714896,Cr3O,Trigonal,R-3c,167,1.068191884583333,0.082113647499999,False,0.0,True,4.654227733984328,8,122.72381630930296,15.34047703866287,69.90548822335987,0.5696163167479722,56.96163167479722
d-block,Cr-O,O,Cr5O7_1046050_POSCAR,-0.0945913999575094,7.158226905,-0.22124522427484,-0.1266538243173305,6.36286836,12.990856235,35,local_max_drop,mp-1046050,Cr5O7,Orthorhombic,Cmcm,63,0.41803034486111,-1.882818874999999,False,0.7753000000000001,False,4.413398065339852,24,279.9118358791181,11.66299316162992,129.354591611896,0.46212619486286644,46.21261948628664
d-block,Cr-O,O,Cr6O11_1213798_POSCAR,-0.0904373274084644,7.3810813712,-0.23322958962437,-0.1427922622159055,6.8538612732,12.9168923995,35,local_max_drop,mp-1213798,Cr6O11,Triclinic,P-1,2,0.01808806705881,-2.123403061470588,False,0.0,True,4.966650238187443,34,326.2936625018999,9.596872426526469,161.48766416359436,0.4949151109015305,49.491511090153054
d-block,Cr-O,O,Cr9O13_1045826_POSCAR,-0.0832461624561606,7.0000505953,-0.19586267746696,-0.1126165150107994,6.2222671959,12.7037955249,35,local_max_drop,mp-1045826,Cr9O13,Monoclinic,C2/m,12,0.292728200151515,-2.038002178409091,False,0.7342000000000001,False,4.373918757901041,22,256.62414723703625,11.66473396531983,116.90083662219254,0.455533268715413,45.5533268715413
d-block,Cr-O,O,Cr2O3_755749_POSCAR,-0.0819500904661169,6.8031499725,-0.19578106839912,-0.113830977933003,6.2992129375,12.3464573575,35,local_max_drop,mp-755749,Cr2O3,Orthorhombic,Pbcn,60,0.0382896885,-2.328298080499999,False,2.405899999999999,False,5.343477129174289,20,188.93016004337684,9.446508002168843,104.44708163248904,0.5528343468745743,55.28343468745744
d-block,Cr-O,O,CrO2_1358572_POSCAR,-0.0748886432548826,7.1874900487,-0.18443893496864,-0.1095502917137574,6.6740979023,12.5781075852,35,local_max_drop,mp-1358572,CrO2,Trigonal,P3m1,156,0.185104908611078,-1.8625959530555551,False,0.0,True,3.805360136426531,36,439.8326819901058,12.217574499725162,163.89618502102488,0.37263303008645404,37.2633030086454
d-block,Cr-O,O,Cr2O3_1043379_POSCAR,-0.0735458403858461,6.9798066525,-0.17057275719949,-0.0970269168136438,6.4627839375,12.6670565175,35,local_max_drop,mp-1043379,Cr2O3,Orthorhombic,Cmcm,63,0.2997817235,-2.0668060455,False,0.7749,False,4.342573240745863,20,232.47598456203178,11.62379922810159,104.44708163248904,0.44928116695262055,44.928116695262055
d-block,Cr-O,O,Cr3O_20609_POSCAR,-0.0716424228569324,6.2615892,-0.14636588050573,-0.0747234576487975,6.00068965,12.78407795,35,local_max_drop,mp-20609,Cr3O,Cubic,Pm-3n,223,1.807543012083333,0.821464774999999,False,0.0,True,4.020374453836333,8,142.07248509011993,17.75906063626499,69.90548822335987,0.492041004132624,49.2041004132624
d-block,Cr-O,O,CrO2_1040967_POSCAR,-0.0714138964059173,8.3506360986,-0.18125174095706,-0.1098378445511426,7.7541620916,14.6136131726,35,local_max_drop,mp-1040967,CrO2,Monoclinic,Cm,8,0.183367110833302,-1.864333750833332,False,0.0,True,3.817692723217861,36,438.4118557753768,12.178107104871579,163.89618502102488,0.3738406771211912,37.38406771211912
d-block,Cr-O,O,CrO_1178414_POSCAR,-0.0707889075514665,20.7674975,-0.15417424141458,-0.0833853338631135,19.9367976,40.7042951,35,local_max_drop,mp-1178414,CrO,Monoclinic,Pm,6,0.1589754825,-1.813180991666666,False,0.4958,False,4.598357171620861,12,147.325464038478,12.2771220032065,74.72252993822096,0.5071935827651978,50.71935827651978
d-block,Cr-O,O,Cr3O4_756253_POSCAR,-0.062769680839826,7.8945200082,-0.13590016868099,-0.0731304878411639,7.0173511184,14.3270918667,35,local_max_drop,mp-756253,Cr3O4,Monoclinic,C2/c,15,0.082974779047619,-2.170918334285713,False,1.077,False,4.674664397321444,14,156.28723265951,11.163373761393572,77.1310507956515,0.49352112442665425,49.35211244266542
